,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
238,синтаксический структура тюркский язык,1.86,0.0,7.7,3.8,1.2,1.4,0.5,0.0,0.6177,84.11,52.0
239,суффиксальный словообразование имя существительное,1.85,0.0,0.0,3.1,1.7,1.8,1.0,0.0,0.4873,87.03,74.0
240,категория число имя существительное,1.83,0.0,1.8,1.2,1.6,2.0,0.9,0.0,0.5414,84.29,67.0
241,грамматический семантика английский язык,1.82,0.0,0.0,0.0,1.1,2.0,1.3,0.0,0.5472,85.94,62.0
242,конструктивный анализ структура предложение,1.82,0.0,0.5,5.0,2.0,1.4,0.8,0.5,0.5126,84.97,70.0
243,эмоционально чувственный компонент значение,1.81,0.0,0.0,0.0,0.0,2.1,1.4,0.9,0.506,85.14,66.0
247,речь носитель русский язык,1.81,0.0,0.0,0.1,1.5,1.4,2.0,1.9,0.4836,87.19,73.0
244,язык научно технический литература,1.8,4.8,0.5,4.2,1.6,1.6,0.8,0.0,0.3831,90.38,86.0
245,ассоциативный грамматика русский язык,1.8,0.0,0.0,0.0,3.3,1.9,1.0,0.0,0.4763,89.33,72.0
246,словообразовательный единица русский язык,1.8,0.0,0.0,0.0,1.4,1.9,1.4,0.0,0.502,88.45,68.0
248,лингвостилистика современный английский язык,1.75,0.0,0.0,0.0,0.5,1.9,1.5,0.0,0.6628,82.52,45.0
249,тюремный лагерный блатной жаргон,1.74,0.0,0.0,0.0,2.1,2.2,0.6,0.9,0.5242,87.16,65.0
250,лексико семантический способ словообразование,1.71,0.0,0.0,1.2,1.9,1.8,0.9,0.0,0.4695,88.2,78.0
218,функциональный грамматика языковой интерпретация,1.49,0.0,0.0,0.0,0.0,1.8,1.1,0.0,0.4775,89.25,70.0
133,теория анализ языковой единица,0.09,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4904,88.92,78.0
