термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е
предложный падежный конструкция,,4.8,0.5,4.9,6.9,5.4,3.2,3.3
система функциональный грамматика,,0.0,0.0,0.0,0.3,4.8,6.7,0.5
античный теория язык,,1.2,0.2,3.3,5.0,5.6,4.0,0.0
аспект языковой общение,,0.0,0.0,0.1,7.8,6.2,3.2,0.0
опыт лингвистический описание,,0.0,0.2,3.6,4.7,5.4,4.1,0.5
фонетика английский язык,,0.0,0.2,6.0,3.4,5.0,4.4,0.0
закономерность стилистический использование,,0.0,0.0,4.9,5.9,6.2,2.6,0.9
основа теория грамматика,,0.0,0.3,7.1,5.3,5.1,3.4,0.9
лексический состав язык,,2.4,1.8,4.9,4.1,5.1,4.0,3.3
речевой жанр текст,,0.0,0.0,0.0,0.0,3.7,7.5,0.9
вид речевой деятельность,,0.0,0.2,6.1,5.9,5.5,3.0,2.4
организация художественный текст,,0.0,0.0,3.0,4.9,6.3,3.0,1.4
современный турецкий язык,,0.0,28.6,12.5,2.3,2.8,2.3,7.1
современный русский словообразование,,1.2,0.8,6.2,6.1,5.6,2.7,0.0
ценностный картина мир,,0.0,0.0,0.0,2.2,5.1,5.5,3.3
социально лингвистический исследование,,0.0,0.3,3.1,6.3,6.3,2.5,0.0
славянский литературный язык,,2.4,6.2,4.9,10.4,7.7,3.1,0.0
картина мир носитель,,0.0,0.0,0.0,0.9,5.5,5.1,2.4
практика межкультурный коммуникация,,0.0,0.0,0.0,0.0,4.5,6.6,4.7
частный лингвистический теория,,0.0,0.0,5.4,5.3,6.2,2.1,0.9
английский разговорный речь,,1.2,0.0,8.2,6.6,5.1,2.7,0.5
перевод художественный текст,,0.0,0.0,1.1,1.8,4.2,6.1,10.8
семантический структура язык,,1.2,1.1,10.2,8.5,5.9,3.2,0.9
наивный модель мир,,0.0,0.0,0.0,5.7,6.2,3.1,4.7
компаративный фразеологический единица,,0.0,0.3,2.1,4.4,4.0,5.9,0.0
семантика фразеологический оборот,,0.0,0.2,4.6,4.7,5.5,3.3,0.0
устный научный речь,,0.0,0.0,7.6,11.6,5.1,1.6,0.0
главный член предложение,,6.0,7.0,5.4,4.4,5.8,1.9,0.9
тематический группа слово,,0.0,1.5,9.3,7.9,4.7,2.3,1.4
экспрессивный синтаксический конструкция,,0.0,0.0,1.6,4.5,5.9,3.3,0.0
структура языковой личность,,0.0,0.0,0.0,2.8,4.6,5.6,3.3
функциональный сторона язык,,0.0,0.3,5.6,6.7,5.7,2.7,1.4
функционирование грамматический категория,,0.0,0.8,2.2,6.8,5.8,2.5,1.9
функционально семантический особенность,,0.0,0.0,3.2,4.4,4.4,4.8,1.4
значение языковой единица,,0.0,0.2,2.2,4.6,4.9,4.5,3.3
образование сложный слово,,2.4,2.6,7.6,3.1,5.6,3.5,0.5
постулат когнитивный семантика,,0.0,0.0,0.0,3.2,6.2,3.5,0.0
структурный схема предложение,,0.0,0.7,6.9,9.0,4.6,2.5,0.9
категория грамматический класс,,0.0,0.7,5.5,8.8,4.9,2.7,0.0
русский ономастический терминология,,0.0,0.2,1.5,3.0,4.6,4.8,5.6
экспрессивный оценочный функция,,0.0,0.0,0.7,3.9,5.6,3.9,0.0
глагольный фразеологический единица,,0.0,0.7,7.4,5.6,4.5,3.3,0.0
модель языковой личность,,0.0,0.0,0.0,3.0,4.6,5.2,4.2
средство речевой воздействие,,0.0,0.0,0.5,3.0,5.0,4.7,0.5
единица словообразовательный система,,0.0,0.2,1.8,3.8,5.3,3.9,0.5
строение человеческий язык,,0.0,0.0,0.8,4.3,5.5,3.8,0.9
форма именительный падеж,,27.5,6.7,4.4,6.6,2.9,4.5,0.9
анализ абстрактный имя,,0.0,0.0,0.0,1.5,5.6,4.3,1.4
диалект сибирский татарин,,0.0,4.6,3.7,7.7,5.2,2.0,0.0
тип речевой акт,,0.0,0.0,0.7,3.4,5.8,3.5,4.7
обучение неродной язык,,0.0,0.0,1.6,6.5,5.8,2.6,0.5
класс русский глагол,,0.0,0.0,4.2,7.9,6.0,1.4,2.4
экономия языковой средство,,2.4,1.8,3.6,5.0,4.9,3.3,1.9
гласный передний ряд,,3.6,13.2,5.1,2.7,3.1,4.3,4.7
язык советский эпоха,,8.4,5.4,8.4,6.5,4.4,2.1,0.0
смысловой тип речь,,0.0,0.2,5.7,6.9,5.1,2.5,0.0
социальный власть язык,,0.0,0.0,0.1,1.1,5.7,3.9,0.9
язык межнациональный общение,,3.6,13.4,17.2,2.9,2.5,2.0,11.8
романо германский языкознание,,0.0,0.7,9.2,5.6,5.0,2.0,0.0
говор русский язык,,8.4,5.9,4.2,5.1,3.3,4.1,4.2
устойчивый сочетание слово,,0.0,5.7,9.9,3.8,3.5,3.3,1.4
функционирование языковый единица,,0.0,0.0,1.3,5.1,5.0,3.6,1.9
нахско дагестанский язык,,0.0,0.2,0.2,2.7,4.9,5.6,2.8
азербайджанский литературный язык,,0.0,32.8,20.4,1.7,1.6,0.7,0.0
композиционный речевой форма,,0.0,0.2,7.1,5.6,5.5,1.7,0.0
автоматический обработка текст,,0.0,1.3,0.9,4.1,4.8,4.1,1.9
система функциональный стиль,,0.0,0.2,2.6,5.6,5.2,2.9,1.9
романо германский язык,,0.0,1.1,17.4,12.3,9.4,4.6,0.0
семантика синтаксический единица,,0.0,0.0,1.9,8.2,5.5,2.1,0.0
теоретический основа грамматика,,0.0,0.2,0.4,3.9,4.9,4.2,0.5
тезаурус литературный язык,,0.0,0.0,3.3,4.7,5.5,2.6,0.5
русский технический терминология,,1.2,0.2,4.7,3.8,4.3,4.0,0.5
современный структурный лингвистика,,0.0,0.3,3.7,5.9,4.9,2.8,1.4
типология лингвистический номинация,,0.0,0.2,4.5,5.1,4.9,2.9,0.0
стиль русский язык,,4.8,1.5,2.8,3.7,5.0,3.0,1.4
социальный вариант язык,,0.0,0.0,0.1,0.2,5.6,4.2,1.4
форма имя существительное,,3.6,3.8,4.1,5.2,5.0,2.7,0.0
метод лингвистический описание,,0.0,0.0,3.7,3.2,4.4,4.0,1.4
особенность речевой поведение,,0.0,0.0,0.0,1.6,4.6,4.8,4.2
современный философия язык,,0.0,0.0,0.0,2.9,5.6,3.3,1.4
изобразительный выразительный средство,,0.0,1.5,3.0,2.1,3.9,4.8,0.0
метод концептуальный анализ,,0.0,0.0,0.0,1.3,4.5,4.9,2.8
язык новый время,,7.2,2.8,3.9,5.5,4.5,2.7,0.5
структурно семантический аспект,,0.0,0.2,2.1,4.7,4.3,4.0,0.5
новый лексический единица,,0.0,2.6,3.7,4.1,4.2,3.6,4.2
арабский литературный язык,,0.0,0.3,9.9,0.9,5.3,2.0,0.5
язык русский словесность,,0.0,0.0,0.0,0.9,5.4,3.2,0.0
лексический средство обозначение,,0.0,0.2,0.6,4.4,5.5,2.8,0.5
теория лингвистический модель,,0.0,0.0,0.7,5.6,5.0,3.0,3.3
история французский язык,,0.0,0.5,5.6,2.5,4.6,3.3,0.9
русский старожильческий говор,,0.0,1.8,4.9,4.0,4.9,2.5,0.9
частный теория перевод,,0.0,0.2,2.1,2.4,4.4,4.0,5.6
функционально прагматический концепция,,0.0,0.0,0.0,3.3,5.8,2.7,0.5
группа русский глагол,,0.0,0.0,0.5,10.1,4.9,2.1,1.9
русский разговорный синтаксис,,0.0,0.5,4.8,7.1,4.7,2.0,0.0
лингвистический семантика текст,,0.0,0.0,0.0,0.0,3.8,5.9,0.5
грамматический класс слово,,0.0,0.8,5.8,6.0,4.2,2.7,0.5
прагматический концепция текст,,0.0,0.0,0.0,3.1,5.7,2.7,0.5
научно технический лексикография,,0.0,0.0,0.6,4.8,5.1,2.9,0.9
тип русский речь,,0.0,0.2,4.8,4.1,5.1,2.1,0.5
стереотип речевой общение,,0.0,0.0,0.0,1.2,5.0,4.0,0.5
праславянский лексический фонд,,0.0,0.0,2.6,4.0,3.8,3.8,13.2
говор русский север,,0.0,0.0,2.3,1.1,4.2,7.0,4.7
теория языковой личность,,0.0,0.0,0.0,0.9,3.2,6.2,2.8
культурно речевой ситуация,,0.0,0.0,0.0,0.0,6.4,2.5,0.5
экспериментальный исследование семантика,,0.0,0.7,6.6,6.5,4.2,2.2,1.4
коммуникативный тип предложение,,0.0,0.3,6.0,7.4,3.7,2.9,0.0
фразеологический система язык,,0.0,0.2,4.0,3.9,4.8,2.7,0.0
анализ языковой средство,,0.0,0.2,0.8,1.6,3.9,4.8,5.2
диалект селькупский язык,,0.0,0.3,0.0,2.5,1.9,7.0,14.6
лексико фразеологический система,,0.0,0.3,0.6,1.2,4.8,3.9,0.5
анализ естественный язык,,0.0,0.0,1.0,5.4,5.1,2.5,0.9
народный разговорный язык,,9.6,24.3,16.8,4.8,2.9,2.0,0.0
русский языковый модель,,0.0,0.0,0.0,0.1,5.2,3.8,0.5
предложный падежный сочетание,,0.0,0.8,3.5,2.2,4.9,2.8,0.9
фонетика тюркский язык,,0.0,27.0,10.6,2.2,2.2,1.6,1.9
грамматический система язык,,0.0,2.0,3.9,3.0,2.9,4.7,2.8
существительное женский род,,21.5,7.4,3.8,5.3,3.0,3.1,2.8
вариант французский язык,,0.0,0.5,1.8,0.5,3.1,5.3,13.2
компонент лексический значение,,0.0,0.0,3.4,6.0,4.6,2.3,2.4
семантика лексический единица,,0.0,0.5,2.4,3.1,4.5,3.2,0.0
изменение значение слово,,9.6,4.4,8.6,4.1,3.8,1.9,1.9
структурно семантический свойство,,0.0,0.2,3.3,4.0,5.0,2.2,1.4
грамматический категория род,,1.2,1.5,2.2,4.2,4.2,3.2,1.4
обстоятельство образ действие,,2.4,4.7,5.9,8.6,2.9,2.5,1.9
теория речевой коммуникация,,0.0,0.0,2.0,4.8,4.2,3.2,1.4
структурно семантический параметр,,0.0,0.0,7.4,3.0,4.4,2.2,1.4
аспект языковой единица,,0.0,0.2,1.6,3.9,4.8,2.6,0.9
семантика глагольный слово,,0.0,0.2,4.9,6.3,4.7,1.9,0.9
русский язык медиа,,0.0,0.0,0.0,0.0,2.1,6.4,0.5
коммуникативный прагматический функция,,0.0,0.0,1.6,3.1,4.6,3.1,0.5
аспект речевой общение,,0.0,0.2,0.4,2.5,3.6,4.6,0.9
лексика немецкий язык,,0.0,0.2,4.7,3.4,4.2,2.4,1.4
стилистика газетный жанр,,0.0,0.0,4.9,4.6,4.6,2.0,0.5
