,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
279,исторический лексикология,32.19,2.4,21.1,36,40.1,28.6,17.9,9.4,0.3135,92.24,123
280,лингвистический эксперимент,31.89,0,1.3,10.2,22.3,30.5,26.6,17.9,0.2644,94.12,122
281,грамматический средство,31.87,4.8,14.4,35.8,28.4,27.5,22.2,8.5,0.2139,95.27,123
282,языковой политика,31.79,10.8,5.4,8.3,11,24.2,32.2,122.2,0.4192,88,123
283,стилистический анализ,31.66,1.2,4.7,30,31.1,29.8,20.5,8.5,0.2315,94.75,122
284,термин родство,31.5,12,35.1,16.3,30.1,26.2,23.3,28.7,0.4348,88.34,122
285,сравнительный анализ,31.5,3.6,11.6,11.3,19.4,27.4,28.5,24,0.2449,93.94,123
286,публицистический стиль,31.4,13.2,11.1,25,30.7,30.6,19.1,9.4,0.267,93.84,123
287,славянский языкознание,31.35,8.4,7.8,35,39.2,30.5,15.5,8.9,0.2946,93.06,123
288,когнитивный анализ,31.1,0,0,0,5.6,29.5,32.1,18.8,0.3637,92.1,109
289,репрезентация концепт,31.03,0,0,0,1.3,27.6,35.8,9.9,0.4348,90.33,100
290,язык сми,30.85,0,0,0.3,1.3,21.2,43.1,18.3,0.4357,89.71,109
291,определение понятие,30.8,2.4,4.2,15.3,16.9,23.1,32.7,29.2,0.2432,94.36,121
292,ударный слог,30.79,39.5,35.6,24.9,24.3,21.7,26.2,31,0.3387,90.81,119
293,предметный область,30.74,0,0,4.9,12.9,32.5,25.4,5.2,0.4263,88.21,116
294,структура значение,30.49,0,1.1,26.4,33.5,30.9,17.3,6.6,0.2713,93.98,122
295,лакский язык,30.35,1.2,18.6,13.4,16.5,28.8,24.5,0,0.723,79.62,80
296,морфологический категория,30.31,4.8,8.8,36.7,38,28.7,15.5,3.3,0.271,93.64,122
297,удмуртский язык,30.18,0,10.1,3.3,26.2,18.7,35,69.1,0.6583,82.13,92
298,языковой выражение,30.11,6,2.6,15.6,23.8,28.3,23.4,18.8,0.2097,95.13,123
299,когнитивный структура,30.01,0,0,0.1,19.5,32.4,23,13.2,0.3785,90,111
300,тип предложение,29.99,7.2,14.7,32.3,45.7,24.7,18.4,1.4,0.2682,93.09,122
301,прямой дополнение,29.78,4.8,36.6,28,19.8,16.6,31.8,16.9,0.4759,87.01,113
302,русский терминология,29.71,1.2,3.4,18.4,23.8,31.2,18.7,6.6,0.3304,92.91,121
303,язык грамматический,29.7,6,6.5,23.2,30.9,29.1,18.4,3.3,0.2239,95.38,123
304,чужой речь,29.66,6,11.8,24.4,14.7,27.3,22.3,30.1,0.383,88.95,123
305,политический лингвистика,29.62,0,0,0,0.1,11.1,52.8,32.4,0.5445,85.94,91
306,речевой культура,29.62,35.9,11.1,10.3,22.8,28.2,22.9,4.7,0.3302,90.85,123
307,выразительный средство,29.6,35.9,21.1,25.6,18.5,24.7,23.5,11.8,0.2144,94.8,123
308,связь слово,29.59,25.1,18.1,38.6,38.6,28.3,12.3,4.7,0.2612,93.46,123
309,многозначный слово,29.57,9.6,15.7,37.2,24,27,17.8,9.9,0.2446,94.2,122
310,сравнительный типология,29.54,0,0.8,19.8,19.6,29.3,21.9,4.2,0.4635,88.83,111
311,художественный перевод,29.48,1.2,6.9,14.3,10.3,29.4,22.9,35.3,0.4525,87.88,120
312,функциональный тип,29.48,0,1.3,28.6,35.4,29.4,15.8,10.8,0.2624,94.1,122
313,модель язык,29.48,0,1.5,5.9,26.3,28.5,23.4,21.2,0.2595,94.4,122
314,сопоставительный аспект,29.45,0,0.7,6.3,10.7,26,29.9,24,0.3497,91.15,121
315,категория вид,29.26,2.4,7,21.7,33.6,28.6,17.6,6.1,0.3084,91.89,123
316,функциональный особенность,29.21,1.2,2.6,15.8,23.5,27.6,22.8,10.3,0.243,94.72,123
317,английский глагол,29.15,1.2,1.5,23.4,23.5,27.7,20.7,16,0.4541,88.84,120
318,синтаксический уровень,29.12,0,5.1,29.6,28.6,28.2,17.5,7.5,0.2369,94.7,123
319,синтаксический средство,29.08,8.4,7.5,28.1,30.8,26.8,18.5,9.4,0.2463,94.47,122
320,модальный глагол,29.02,0,2.3,26.5,18.8,24.9,23.8,28.7,0.3846,89.49,121
321,тувинский язык,29.01,2.4,52.9,33.6,18.1,22.2,20.5,9.4,0.5634,85.83,93
322,переносный значение,28.97,22.7,31,26.8,27.4,24,18.2,47,0.1999,95.14,123
323,языковой общение,28.8,3.6,3.1,5.9,36.1,31.6,16.2,2.4,0.3705,91.26,122
324,разговорный язык,28.7,74.2,69.3,43.5,31,20.1,13.9,14.6,0.2691,93.38,123
325,членение предложение,28.68,2.4,9.1,46.9,37.4,25.6,13.6,5.6,0.323,92.36,123
326,фразеологический значение,28.55,1.2,1.3,18.3,27,29.9,17.5,0.5,0.3627,91.56,116
327,категория число,28.5,3.6,19.6,17.8,25.1,29.1,16.4,5.2,0.4406,87.61,123
328,стилистический аспект,28.47,0,1,15.3,27.6,28.4,19.6,7.1,0.2716,94.06,121
329,тип лексический,28.45,0,3.4,34.4,33.6,27.9,14.3,8,0.2782,93.72,122
330,семантический деривация,28.44,0,0,8.6,15.8,32.5,18.4,11.3,0.3252,90.52,118
331,уровень языковой,28.31,4.8,2.3,13.4,26.8,27,21.1,11.3,0.2255,94.95,123
332,стилистический функция,28.26,6,7.8,42.6,30.2,28.2,12,3.3,0.2723,93.41,123
333,медицинский термин,28.19,3.6,2.1,14.1,28.9,27.1,19.9,15.5,0.502,87.35,118
334,явление язык,28.17,6,8.2,18.6,20.1,26.6,21,12.7,0.1939,95.87,123
335,устойчивый словосочетание,28.1,20.3,27.4,31.9,27,24.3,16.6,15.5,0.2205,94.56,123
336,концептуальный метафора,27.97,0,0,0,9.6,22.1,33.3,22.1,0.4437,88.8,106
337,словообразовательный значение,27.97,0,6.9,52.9,27.9,25.6,13.4,0.5,0.4029,90.09,122
338,грамматический семантика,27.95,1.2,1.8,17.1,29.3,25.9,20.4,11.8,0.2122,95.18,123
339,функциональный анализ,27.91,0,0.7,21.6,28.5,27.9,17.3,7.5,0.2641,94.38,121
340,речевой произведение,27.87,0,1.6,11.6,26.6,27.5,20.1,11.8,0.2935,92.85,119
341,рекламный дискурс,27.85,0,0,0,3.6,20.5,36.6,15.5,0.4874,88.17,101
342,винительный падеж,27.84,59.8,87.7,39.9,17.8,17.5,17,15,0.3631,90.97,120
343,семантический классификация,27.82,1.2,7.7,24.6,27.3,25.5,18.6,15.5,0.2459,93.85,123
344,словарный дефиниция,27.49,0,1.3,17.4,14.7,25.5,23,17.4,0.2458,94.26,120
345,компьютерный лингвистика,27.44,0,0,0.2,9.7,22.7,30.8,32,0.3205,91.82,113
346,языковой механизм,27.41,0,1,3,22.9,28.9,20.3,2.8,0.3083,93.35,122
347,психолингвистический аспект,27.3,0,0.2,2.3,21,29.2,20.2,7.1,0.3526,91.67,115
348,персидский язык,27.2,1.2,37.1,35,12.1,13.9,28.9,32,0.4974,87.6,116
349,окказиональный слово,27.2,7.2,2.6,14.9,24.5,29.1,16.2,6.6,0.466,88.48,120
350,специальный лексика,27.19,6,4.1,15.6,19.4,25.3,21.8,6.6,0.3057,93.17,121
351,знак препинание,27.17,108.9,22.5,21.3,25.4,25.8,14.8,3.3,0.432,89.69,122
352,сопоставительный языкознание,27.16,0,0.2,3,7.5,29.4,22.5,8,0.6285,83.59,111
353,выражение категория,27.03,1.2,2.6,14.6,28.5,27.6,17,4.7,0.2943,93.52,123
354,языковой форма,26.99,14.4,6,13.6,26.7,25.4,19.1,19.7,0.1939,95.28,123
355,семантический модель,26.96,0,6.9,29.8,25.6,25.6,16.1,10.3,0.2425,94.48,123
356,стиль речь,26.94,57.4,14.7,41.3,25.5,23.3,14.4,14.1,0.2279,94.61,123
357,аспект речевой,26.89,0,0.5,2.2,23.4,27.3,21.1,7.5,0.3019,93.42,120
358,лексический заимствование,26.89,2.4,18.3,23.2,21.8,24.4,18.2,13.6,0.2655,93.87,122
359,народный язык,26.89,80.2,66.3,43.2,27.9,18.2,12.9,20.7,0.2943,92.6,123
360,теория грамматика,26.84,2.4,2,21.8,25.4,23,21.4,8.9,0.2092,95.28,122
361,указательный местоимение,26.81,19.1,29.4,34.7,15.3,23.1,17,14.6,0.3286,91.27,122
362,семантический вариант,26.81,1.2,15.8,38.3,19.5,25.6,14.3,8,0.2742,93.24,123
363,письменный язык,26.77,20.3,67.3,34,26.5,18.7,14.9,27.7,0.2716,93.17,123
364,русский писатель,26.74,27.5,34.5,23.8,25.1,22.4,17.3,9.4,0.2647,93.45,123
365,языковой репрезентация,26.69,0,0,0.9,3.3,19.4,34.6,32,0.4327,90.14,107
366,семантический универсалия,26.66,0,1.5,5.5,11.9,29.3,20,3.8,0.334,92.96,121
367,терминологический лексика,26.47,8.4,7.4,34,24.8,24.2,16.1,4.7,0.2912,93.47,123
368,переносной значение,26.4,52.7,42.3,28.6,26.2,19.8,15.3,52.7,0.1958,94.68,123
369,синтаксический особенность,26.38,2.4,11.8,26.2,27.4,23.9,16.6,9.9,0.1947,95.39,123
370,эстетика словесный,26.36,0,0,3.4,21.5,27.6,19.8,4.7,0.3229,93.38,114
371,языковой структура,26.27,9.6,7.4,19.7,28.1,24.5,17.3,11.8,0.2042,95.26,123
372,языковой процесс,26.21,3.6,4.9,15.6,23.3,24.7,19.2,12.2,0.2099,94.74,123
373,географический термин,26.15,3.6,24.8,32.9,34.2,21.3,14.4,20.7,0.3873,90.34,119
374,лексикология современный,26.13,1.2,1.8,22.4,19,25.6,18.1,6.1,0.2973,93.7,121
375,украинский язык,26.13,46.7,31.9,69.1,15.3,16.9,15.3,10.8,0.3251,88.16,123
376,семантический организация,26.08,1.2,1.1,32,26,25.2,14.7,8,0.2721,93.66,122
377,когнитивный прагматический,25.8,0,0,0,7.8,21.2,28.6,51.2,0.4256,90.45,105
378,язык газета,25.8,52.7,12.3,26.1,37.6,24,12.2,5.2,0.3197,91.86,122
379,церковнославянский язык,25.73,51.5,26,16.3,30.6,19.3,20,7.5,0.4259,90.25,116
380,теория словесность,25.63,0,2.6,6.7,11.3,27,20.2,5.2,0.3293,93.04,119
381,синтаксический отношение,25.5,3.6,17.8,38.4,29.2,22.7,12.2,11.8,0.2859,92.8,123
382,структурный схема,25.44,4.8,2.6,24.9,34.1,22.7,16.2,2.4,0.3876,90.18,121
383,стилистика современный,25.39,2.4,2.1,19,20.8,25.9,16.3,4.2,0.3246,93.24,122
384,вторичный номинация,25.32,0,0.2,14.7,19.6,26.7,16.5,8,0.3096,93.09,117
385,семантика оценка,25.19,0,0,0.9,20.8,27.4,18.1,4.7,0.3172,92.84,113
386,эмоциональный концепт,25.18,0,0,0,7.2,21.6,28,21.2,0.4845,87.71,96
387,стилистический средство,25.11,8.4,10.8,21,18.5,23.3,17.5,13.6,0.2727,94.04,123
388,художественный дискурс,25.09,0,0,0,7.8,19.2,31,16,0.4669,88.5,108
389,грамматический особенность,25.07,0,19.8,25.3,21.7,20.3,18.4,17.4,0.213,95.11,123
390,глагол речь,25.05,16.8,19.8,18.7,22.9,20.8,18.2,29.2,0.3375,91.68,123
391,аспект семантический,25.02,0,0.3,29.1,33.3,25.2,11.3,8,0.3137,93.04,119
392,сочетаемость слово,24.99,12,7.8,32,28.2,23.4,13,9.4,0.2864,93,123
393,финский язык,24.96,6,8.2,10.3,23.3,16,26.4,52.7,0.5392,85.36,107
394,лексический материал,24.94,12,19.9,28.3,22,21.3,16.2,12.7,0.1807,95.69,123
395,калмыцкий язык,24.82,0,2.1,3.6,7.8,29.4,16.7,8,0.677,75.01,90
396,аналитический форма,24.68,59.8,30.6,35.8,18.9,16.9,18.3,8.5,0.3598,90.77,123
397,диалектный слово,24.63,29.9,29.9,28.8,18.6,23.1,12.5,8,0.3733,90.3,117
398,лексический уровень,24.62,0,3.1,11.5,21.3,25.8,15.8,11.3,0.232,94.87,123
399,категориальный значение,24.57,2.4,2.1,31,29.8,25.9,9.9,1.4,0.3622,90.14,122
400,оценочный значение,24.52,0,5.9,19.9,18.9,22.6,18.1,9.9,0.2955,92.93,123
401,аналитический конструкция,24.5,0,11.6,29.1,27.3,21.6,14.7,8.9,0.3726,90.56,122
402,морфологический структура,24.46,2.4,19.1,28.6,24.9,22.5,13.3,6.1,0.3535,90.96,123
403,языковый контакт,24.44,1.2,15.5,24.4,18.9,18.6,20.3,23,0.2925,92.61,122
404,крылатый слово,24.42,51.5,20.7,12.3,28.4,20.7,17.3,3.8,0.2922,92.8,122
405,первый слог,24.38,29.9,49.3,20.5,10.3,6.1,34.4,20.7,0.5485,80.7,104
406,безличный предложение,24.37,10.8,14.9,15.3,30.9,22.6,15.1,0.5,0.4453,85.59,118
407,латинский язык,24.33,16.8,13.4,19.9,15.4,18.4,22.4,12.7,0.3104,92.15,122
408,табасаранский язык,24.24,0,2,2.6,43,23.1,15.8,0.9,0.7344,77.18,59
409,русский диалектология,24.06,18,8,18.1,19.4,24.5,14.5,5.6,0.4397,89.78,117
410,фразеологический семантика,24.03,0,0,3.4,11.1,25.5,19.6,5.2,0.3352,92.89,110
411,машинный перевод,24.03,6,8.8,32.7,19.1,22.1,14.3,11.3,0.3586,89.53,122
412,речевой мышление,23.97,0,3.4,17.5,29.4,25.8,11.5,2.8,0.3046,93.16,118
413,языковой особенность,23.96,6,17.3,13.6,14.8,17.6,23.7,13.6,0.1741,96.07,123
414,японский язык,23.89,1.2,10.1,14,17.2,19.9,20.6,23,0.4418,86.1,120
415,строй язык,23.8,2.4,21.6,43.5,25.5,20.1,11.3,3.8,0.2362,93.96,123
416,речевой взаимодействие,23.76,0,0.2,3.8,12.1,20.8,24.3,11.8,0.3531,91.73,117
417,специфика языковой,23.73,0,0.5,1.8,9.8,25,20,5.2,0.3325,92.4,116
418,ударный гласный,23.69,25.1,48.2,24,12.9,13.9,21.3,32,0.4382,87.77,121
419,особенность употребление,23.66,3.6,9.1,14.9,16,20.9,19.4,14.1,0.1675,96.11,123
420,форма язык,23.64,13.2,9.5,16.7,24.1,21.1,16.7,13.6,0.1762,96.01,123
421,именительный падеж,23.56,120.9,33.2,19.2,24.4,13.6,20.9,9.9,0.3261,91.85,122
422,семантический свойство,23.48,2.4,2,15.7,18.5,22.9,16.5,15,0.2198,94.64,122
423,функциональный стилистика,23.42,0,0.5,15.9,19.8,22.6,17,5.2,0.2699,94.06,119
424,английский фразеология,23.38,0,4.4,19.5,22.3,22,16,2.4,0.3953,91.71,110
425,момент речь,23.37,10.8,15,26.4,19.9,14.4,22.5,20.2,0.4,89.01,122
426,политический лексика,23.34,4.8,5.6,31.3,23.3,21.1,13.2,23.5,0.3931,89.72,120
427,сравнительный грамматика,23.26,14.4,50.3,31.3,17.4,20.1,10.9,3.3,0.3882,90.36,122
428,грамматический система,23.24,15.6,14.1,20.1,17.9,18.6,19,13.6,0.1739,96.12,123
429,этимологический анализ,23.14,9.6,8.8,11.2,13.8,22.3,17.9,9.4,0.2389,94.28,123
430,семантический изменение,23.07,9.6,12.6,20.8,21.6,23.8,11.4,10.3,0.275,91.96,123
431,социолингвистический аспект,23.06,0,0.7,7.2,16.4,23.3,17.8,10.3,0.2533,94.44,118
432,структура глагол,23.03,0,9.1,22.4,24.8,21.7,13.5,8.9,0.2642,93.85,123
433,класс глагол,23.01,1.2,2.3,17.6,25.5,21,15.6,19.7,0.2514,93.72,122
434,концепт дискурс,22.94,0,0,0,0.1,15.9,32,14.1,0.4884,89.49,86
435,осетинский язык,22.92,1.2,10.6,15.2,4.7,19.7,21.8,8,0.5742,82.8,112
436,типологический анализ,22.88,0,2.6,17.4,24.9,21.6,15,12.2,0.2969,93.11,123
437,глагольный лексика,22.87,1.2,0.5,13,20.9,21.9,17,7.1,0.2886,93.02,121
438,адыгейский язык,22.82,0,1.6,4.3,20.5,26.9,12.2,8.9,0.6545,80.94,101
439,социальный лингвистика,22.81,0,1.6,13.5,19.1,24.9,13.2,5.6,0.3167,92.92,116
440,семантический прагматический,22.75,0,0,0.2,10.8,22.9,20.6,7.5,0.3147,93.41,111
441,мордовский язык,22.68,0,4.7,21,24.3,21.9,13.5,7.1,0.6952,80.44,84
442,греческий язык,22.67,22.7,10.6,18.1,22.4,14.5,23,4.7,0.3069,91.93,123
443,фразеологический оборот,22.55,16.8,19.8,22.5,19.4,20.7,13.4,8.5,0.2622,94.31,123
444,языковой категория,22.48,1.2,2.8,10.2,18.3,20.9,18.2,8,0.2448,94.53,122
445,болгарский язык,22.48,28.7,35.3,14.9,14.3,19.7,15.3,7.5,0.3182,91.43,123
446,этнокультурный специфика,22.45,0,0,0,4.4,23.2,21,6.1,0.3931,90.9,104
447,лингвокультурологический аспект,22.44,0,0,0,5.3,20.3,24.5,6.1,0.3451,92.62,107
448,заимствованный слово,22.41,23.9,30.2,19.8,22.3,18.1,15,7.1,0.2269,94.62,122
449,гласный фонема,22.4,7.2,30.7,25,17.3,18.1,15.2,7.5,0.3718,90.57,116
450,языковой изменение,22.26,3.6,4.7,6.6,13,22.8,16.7,15.5,0.2289,94.73,123
451,повелительный наклонение,22.25,19.1,39.4,30.1,13.8,16,15.9,8.5,0.312,92.28,123
452,старославянский язык,22.23,35.9,21.1,16.4,28.3,17.5,15.4,11.8,0.332,90.34,121
453,категория глагол,22.21,3.6,10.5,19.9,22.7,20.7,13.9,6.1,0.2235,94.13,123
454,основной значение,22.2,25.1,31.7,24.3,20.8,16,15.3,30.6,0.1829,95.76,123
455,категория род,22.16,12,6.4,12.7,21.3,20.7,16,5.2,0.3585,90.63,123
456,внутренний речь,22.12,4.8,3.6,9.3,18,22.2,16,2.4,0.3618,89.89,122
457,сложносочиненный предложение,22.08,2.4,35.3,20.1,28.9,20.1,10,3.8,0.3738,90.34,121
458,частотность употребление,22.07,2.4,6,16.8,15.3,19.9,16.9,19.3,0.1982,95.3,123
459,французский стилистика,22.06,0,1.1,18.6,24.1,22.9,12,2.8,0.2898,94.03,118
460,антропоцентрический парадигма,22.05,0,0,0,0.8,18.5,26.6,11.8,0.4015,91.74,100
461,язык теоретический,22.03,0,0.8,7.9,16.1,21.4,17.7,9.4,0.2793,93.61,121
462,семантика производный,21.95,0,0.3,21.7,21.4,23.2,11.4,2.4,0.3095,92.91,117
463,синтаксический семантика,21.92,0,1.8,37.3,36.2,19,9.8,1.4,0.3243,91.74,118
464,речевой портрет,21.84,0,3.1,2.9,9.6,16.7,25.4,12.2,0.4428,88.01,116
465,язык дагестан,21.84,0,1,6.5,19.2,21.4,17.1,1.9,0.6481,82.01,92
466,сложный глагол,21.82,4.8,32.8,19.5,9.7,18.8,14.8,26.8,0.4843,82.15,113
467,языковой круг,21.81,0,0,0,0.2,15,30.7,12.2,0.4923,89.38,84
468,способ номинация,21.71,0,0.3,22.3,17,22.9,12.2,2.8,0.3012,93.22,120
469,коммуникативный единица,21.53,6,1.6,17.9,32.9,21.9,10,2.4,0.3072,92.05,122
470,язык научный,21.51,12,5.6,19.8,22.6,19.1,14.7,8.5,0.2246,94.78,122
471,порождение речь,21.51,1.2,0,2.9,23,22.1,15.2,9.4,0.2921,92.91,120
472,итальянский язык,21.5,10.8,3.9,16.7,15.4,14.6,19,101.6,0.4071,87.5,122
473,хакасский язык,21.48,1.2,48.9,21.4,17.3,17.3,12.8,5.2,0.5899,84.31,88
474,категория язык,21.39,0,2.9,7.9,17,20.3,17.4,5.6,0.2391,94.81,122
475,язык советский,21.38,34.7,24.8,23.7,24.7,19.9,9.5,6.1,0.3391,91.93,123
476,корпус текст,21.31,0,0,1.6,7.6,19.4,21.7,16,0.3217,91.63,119
477,односоставный предложение,21.23,23.9,19.4,12.8,21,17.7,16.1,0.9,0.3937,90.07,121
478,семантический уровень,21.19,0,1.8,19.2,18.7,19,15.4,14.6,0.2275,95.05,122
479,функциональный подход,21.18,2.4,0.7,11,26.5,18.8,15.9,11.8,0.2249,95.04,120
480,коннотативный аспект,21,0,0,3.3,20.7,23.7,12.6,4.7,0.3152,93.42,113
481,дательный падеж,21,33.5,53.1,23.3,14.6,11.1,18.6,8,0.3562,90.96,120
482,случай употребление,20.98,34.7,29.2,20.3,15.7,15.2,16.5,13.2,0.2238,94.76,123
483,речевой практика,20.91,32.3,9.3,8.2,12.9,18,18.6,8.5,0.2135,95.16,123
484,пространство время,20.87,2.4,0.3,1.8,13.9,21.7,16.6,5.6,0.2961,93.62,118
485,фразеологический система,20.86,0,3.3,19.2,16,18.6,16.1,4.2,0.3235,92.47,119
486,грамматический структура,20.81,8.4,15.2,23.2,21.4,18.2,12.6,6.6,0.2035,95.21,123
487,коммуникативный пространство,20.8,0,0,0,2.7,13.6,28.8,27.7,0.4063,90.42,109
488,спонтанный речь,20.79,0,0.3,12.2,12.9,19.6,17.1,9.4,0.3435,91.82,120
489,русский лексикография,20.79,9.6,6.9,18.6,19.8,19.3,13.5,8.9,0.2958,93.12,123
490,черкесский язык,20.69,0,0.7,5.2,22.9,20.1,15.2,11.8,0.6577,82.13,88
491,ассоциативный связь,20.64,2.4,5.4,9.4,13.6,21.5,14.2,4.7,0.2629,92.67,122
492,лингвистический средство,20.62,0,1.5,12.8,18.1,18.8,16.1,12.2,0.3008,93.16,122
493,юридический термин,20.61,9.6,3.9,2.1,4.3,21.3,18.1,6.1,0.5051,84.83,117
494,оттенок значение,20.59,25.1,22.4,30.7,21.5,16.3,11.8,7.1,0.1967,94.85,123
495,языковой факт,20.51,2.4,13.6,19.1,19.1,18.2,13.5,11.3,0.1495,96.54,123
496,системный лексикография,20.46,0,0,0,10.4,20.1,18.7,12.2,0.2705,93.98,112
497,лингвистический терминология,20.45,2.4,4.6,5.4,13.4,20.4,16.3,3.8,0.3735,89.97,123
498,иранский язык,20.31,6,12.6,16.3,11,12.2,22,38.6,0.4873,87.26,111
499,туркменский язык,20.18,2.4,150.5,62.4,8.8,7.1,3.8,1.4,0.6555,80.01,95
500,прагматический потенциал,20.12,0,0,1.6,7.9,18.3,20.3,15.5,0.3585,91.62,109
501,дискурс анализ,20.11,0,0,0,2.5,11.8,29.9,22.1,0.4621,88.1,103
502,прагматический функция,20.03,0,0,9.8,17.8,18.6,15.7,15.5,0.332,91.85,117
503,речевой стратегия,20.03,0,0,0,9.8,18.2,20,19.7,0.4023,90.43,108
504,русский лексикология,20,1.2,2.5,20.7,20.8,20.2,10.8,2.8,0.2953,93.57,120
505,стилистический характеристика,19.96,9.6,4.9,20.4,19.4,17.5,13.9,8.9,0.22,94.84,123
506,язык семантический,19.95,0,1.8,10.5,24.4,20.3,11.7,8.5,0.2357,94.91,123
507,политический метафора,19.92,0,0.2,0,7.3,19.6,19,5.6,0.3875,90.62,103
508,когнитивный механизм,19.89,0,0,0,7.4,14.8,24.2,26.3,0.425,90,107
509,семантический процесс,19.87,0,1.8,14.4,20.3,20.7,11.4,5.2,0.2608,94.17,122
510,сфера употребление,19.87,15.6,22.5,20.9,17,14.4,15.4,18.3,0.1483,96.45,123
511,молодежный жаргон,19.87,2.4,0.7,1.7,17.8,23.3,11.2,12.2,0.4925,84.42,116
512,хантыйский язык,19.82,1.2,0.3,0.6,1,15,24.8,33.9,0.7287,80.96,78
513,синтаксический анализ,19.7,0,2.6,15.1,18.9,19.4,12.2,14.1,0.3857,88.9,123
514,приставочный глагол,19.7,8.4,7.5,9,17.6,14.1,19.5,24,0.4733,83.2,117
515,межкультурный общение,19.69,0,0,0.2,3.7,20.4,18.4,5.6,0.4382,89.83,103
516,прямой значение,19.66,29.9,24.3,25.3,17.2,13.6,13.2,48.9,0.2242,94.21,123
517,предикативный единица,19.53,0,3.4,18.6,28.5,19.4,9.3,1.4,0.3557,90.36,120
518,тип предикат,19.44,0,1,13.9,27.7,17.9,12.4,5.2,0.3015,92.2,121
519,творительный падеж,19.43,46.7,22.5,25.4,14.4,12.5,16.2,11.3,0.3707,89.31,117
520,польский язык,19.42,19.1,23.2,17.1,16.9,16.7,12.5,9.4,0.2635,93.64,123
521,гласный звук,19.4,81.4,49.7,27.6,16.4,11.3,13,8.5,0.344,91.97,120
522,семантический развитие,19.33,2.4,17.8,19,14.1,15,15.8,4.2,0.2269,92.67,123
523,сравнительный конструкция,19.33,0,3.6,4.7,31.7,16.5,14.5,11.3,0.3967,88.88,120
524,метафорический перенос,19.28,0,5.1,7.5,13.5,18.6,14.6,22.6,0.2523,93.46,123
525,терминологический единица,19.26,1.2,0.3,4.9,10.6,15.7,20.7,4.7,0.411,90.3,114
526,лексикографический практика,19.17,2.4,5.9,15.1,17.3,17.2,13.7,16,0.2132,95.13,123
527,лингвистический дисциплина,19.15,4.8,4.4,17.4,18.5,16.9,13.7,9.9,0.2048,95.32,123
528,глагольный лексема,19.12,0,3.6,19.8,11.8,16.2,15.4,16.9,0.2819,92.84,122
529,селькупский язык,19.08,0,1.6,6.6,11,11.8,23.5,32,0.6629,82.93,86
530,синтаксический организация,18.95,2.4,2.5,22.4,22.7,17.4,11,5.2,0.2828,93.53,120
531,киргизский язык,18.9,0,104.6,56.2,9.8,9.2,4.8,3.8,0.5925,84.73,107
532,синтаксический позиция,18.89,0,4.7,24,25.4,13.3,14.5,13.2,0.3242,92.1,123
533,коми язык,18.82,0,3.9,8.4,13.8,16.1,16.9,13.2,0.669,81.32,93
534,лингвистический интерпретация,18.73,0,1.3,9.4,16,17.7,14.6,4.2,0.257,94.54,123
535,функциональный синтаксис,18.71,0,2,20.8,25.4,17.5,10.3,3.3,0.2642,94.13,118
536,чеченский язык,18.69,0,0.8,10.4,4.9,16.5,18.6,0.5,0.7771,76.37,63
537,семантический описание,18.59,0,0.2,7.5,19.2,19.3,12,6.1,0.2405,94.69,121
538,живой речь,18.59,95.7,32.7,14.6,19,14.9,10.5,12.7,0.2235,94.01,123
539,лингвистический единица,18.5,0,2.6,16.3,19,19.8,9.1,6.1,0.264,93.98,123
540,образование слово,18.46,18,16.8,27.1,19.9,16.6,8.6,4.7,0.2439,94.47,123
541,пассивный конструкция,18.4,0,3.6,44,9.8,12.4,14.3,6.6,0.4296,82.79,120
542,вариант слово,18.34,7.2,16.7,29.4,17.5,16.6,8.6,3.8,0.2919,91.23,123
543,организация предложение,18.32,0,2.3,26.3,25.4,16.8,9.1,1.4,0.2904,92.59,118
544,речевой высказывание,18.32,0,1,9.7,18.6,18.9,11.4,9.9,0.2852,93.16,122
545,коммуникативный компетенция,18.31,0,0,2.6,8.9,17.6,16.7,13.2,0.2955,93.28,115
546,сослагательный наклонение,18.29,4.8,4.2,16,11.6,8.8,23.9,10.3,0.3855,85.91,123
547,семантический роль,18.19,0,0.5,11.9,11.1,15.7,15.4,35.7,0.3972,89.05,119
548,категория состояние,18.18,8.4,4.2,11.7,27.2,19.6,7.5,0.9,0.4758,86.7,118
549,метафорический значение,18.15,4.8,8.8,18.5,17.4,14.9,11.9,46.1,0.2942,91.75,123
550,субъект речь,18.09,0,1,3.3,16.1,20.5,10.9,4.7,0.2988,92.99,121
551,фонетический система,18.05,3.6,21.1,17.7,20.3,14.9,11.6,1.9,0.2797,93.05,122
552,русский орфография,18.05,74.2,16,9.7,15.1,15.5,11.7,37.1,0.4097,89.52,117
553,семантика предложение,18.04,0,2.5,19.3,27.4,16.6,9.7,1.4,0.2918,93.13,121
554,теоретический лингвистика,18.03,0,0.5,12,18.8,17.9,11.6,7.1,0.2693,93.97,120
555,субъективный модальность,18.01,0,2.6,8.5,14,17.3,13.6,16,0.3895,87.3,120
556,оценочный компонент,17.88,0,0,8.5,13.5,18,12.9,12.2,0.3065,92.41,117
557,семантический функция,17.85,0,7.8,23.1,22.9,17,8.3,2.8,0.3085,91.86,122
558,контрастивный лингвистика,17.83,0,0,2.8,9.4,17.9,15.5,0.9,0.4538,89.05,107
