,word,freq,pos
2038,акцентный,7087,ADJF
2039,этический,7086,ADJF
2040,социология,7082,NOUN
2041,регулярный,7078,ADJF
2042,напротив,7077,CONJ
2043,определенность,7061,NOUN
2044,аспектуальный,7053,ADJF
2045,невозможный,7048,ADJF
2046,крылов,7032,NOUN
2047,Кобозева??,7030,
2048,рассказывать,7029,INFN
2049,противоречие,7017,NOUN
2050,Почепцов??,7017,
2051,рядом,7007,ADVB
2052,сигнал,6996,NOUN
2053,выносить,6991,INFN
2054,устройство,6985,NOUN
2055,добровольский,6985,NOUN
2056,самара,6979,NOUN
2057,тат,6978,NOUN
2058,длительный,6975,ADJF
2059,цикл,6973,NOUN
2060,мат,6972,NOUN
2061,важность,6962,NOUN
2062,адаптация,6960,NOUN
2063,невозможно,6959,ADVB
2064,Междунар??,6954,
2065,июнь,6952,NOUN
2066,ощущение,6945,NOUN
2067,Пешковский??,6945,
2068,сентябрь,6939,NOUN
2069,записывать,6927,INFN
2070,северо,6927,ADVB
2071,стандартный,6925,ADJF
2072,выготский,6923,ADJF
2073,ограничивать,6916,INFN
2074,связность,6915,NOUN
2075,толстый,6914,ADJF
2076,ходить,6898,INFN
2077,муж,6895,NOUN
2078,тематика,6891,NOUN
2079,успех,6890,NOUN
2080,развивать,6887,INFN
2081,исконный,6884,ADJF
2082,заведение,6883,NOUN
2083,руководство,6878,NOUN
2084,затрагивать,6877,INFN
2085,звучание,6874,NOUN
2086,пользователь,6871,NOUN
2087,константа,6870,NOUN
2088,античный,6857,ADJF
2089,архангельский,6853,ADJF
2090,передаваться,6837,INFN
2091,Гос??,6834,
2092,исключать,6831,INFN
2093,фиксация,6826,NOUN
2094,загадка,6825,NOUN
2095,Бенвенист??,6825,
2096,религия,6823,NOUN
2097,стихотворный,6818,ADJF
2098,изменять,6817,INFN
2099,гораздо,6813,ADVB
2100,эффективный,6812,ADJF
2101,сразу,6809,ADVB
2102,головин,6809,NOUN
2103,ры??,6806,
2104,кунин,6798,NOUN
2105,двуязычный,6797,ADJF
2106,фонология,6793,NOUN
2107,эффективность,6792,NOUN
2108,радость,6781,NOUN
2109,перераб??,6779,
2110,говориться,6778,INFN
2111,обсуждение,6777,NOUN
2112,ноябрь,6772,NOUN
2113,выдвигать,6771,INFN
2114,ритмический,6749,ADJF
2115,утрачивать,6748,INFN
2116,японский,6748,ADJF
2117,воля,6744,NOUN
2118,стилевой,6740,ADJF
2119,подробный,6734,ADJF
2120,идеографический,6733,ADJF
2121,автоматический,6731,ADJF
2122,частично,6730,ADVB
2123,временной,6727,ADJF
2124,нравственный,6727,ADJF
2125,нулевой,6726,ADJF
2126,окружение,6722,NOUN
2127,прозаический,6716,ADJF
2128,музыка,6707,NOUN
2129,правовой,6699,ADJF
2130,адресант,6699,NOUN
2131,бабенко,6698,NOUN
2132,возрастать,6697,INFN
2133,ен??,6697,
2134,расхождение,6695,NOUN
2135,мыслительный,6693,ADJF
2136,включая,6691,PREP
2137,карачаево,6690,NOUN
2138,православный,6683,ADJF
2139,адъективный,6682,ADJF
2140,целостность,6673,NOUN
2141,фиксировать,6673,INFN
2142,картотека,6670,NOUN
2143,получение,6667,NOUN
2144,рф,6663,NOUN
2145,родительный,6659,ADJF
2146,восточнославянский,6657,ADJF
2147,вино,6650,NOUN
2148,Адмони??,6646,
2149,подгруппа,6630,NOUN
2150,племя,6622,NOUN
2151,обратный,6622,ADJF
2152,видно,6617,CONJ
2153,побуждение,6610,NOUN
2154,тула,6606,NOUN
2155,актуализировать,6602,INFN
2156,чисто,6599,ADVB
2157,сегмент,6593,NOUN
2158,улан,6588,NOUN
2159,окраска,6585,NOUN
2160,честь,6585,NOUN
2161,значить,6576,INFN
2162,белорусский,6576,ADJF
2163,музыкальный,6574,ADJF
2164,седов,6574,NOUN
2165,экспликация,6574,NOUN
2166,сергеев,6567,NOUN
2167,ветер,6565,NOUN
2168,публичный,6562,ADJF
2169,композит,6561,NOUN
2170,предыдущий,6557,ADJF
2171,жизненный,6556,ADJF
2172,калмыцкий,6553,ADJF
2173,правый,6552,ADJF
2174,обыденный,6551,ADJF
2175,ситуативный,6550,ADJF
2176,волк,6544,NOUN
2177,отличительный,6542,ADJF
2178,идеологический,6539,ADJF
2179,операция,6537,NOUN
2180,рецензия,6530,NOUN
2181,тувинский,6529,ADJF
2182,звезда,6522,NOUN
2183,искусственный,6522,ADJF
2184,расположение,6517,NOUN
2185,коллектив,6514,NOUN
2186,след,6510,NOUN
2187,видимо,6504,ADVB
2188,множественность,6503,NOUN
2189,фак,6500,NOUN
2190,конгресс,6495,NOUN
2191,семь,6490,NUMR
2192,журналист,6490,NOUN
2193,богданов,6489,NOUN
2194,ока,6488,NOUN
2195,добрый,6483,ADJF
2196,встречать,6481,INFN
2197,мифология,6481,NOUN
2198,идиома,6481,NOUN
2199,отличать,6476,INFN
2200,хрестоматия,6469,NOUN
2201,наивный,6469,ADJF
2202,таковой,6462,ADJF
2203,областной,6461,ADJF
2204,интеграция,6461,NOUN
2205,последовательный,6458,ADJF
2206,прошлый,6453,ADJF
2207,ик,6453,
2208,мастер,6452,NOUN
2209,мордовский,6445,ADJF
2210,дар,6444,NOUN
2211,параллельный,6442,ADJF
2212,закреплять,6441,INFN
2213,составитель,6439,NOUN
2214,озеро,6431,NOUN
2215,предлагаться,6431,INFN
2216,неполный,6429,ADJF
2217,бизнес,6425,NOUN
2218,типовой,6420,ADJF
2219,процедура,6420,NOUN
2220,шесть,6414,NUMR
2221,аристотель,6412,NOUN
2222,тургенев,6411,NOUN
2223,ССР??,6410,
2224,локальный,6410,ADJF
2225,шаг,6397,NOUN
2226,свидетельство,6393,NOUN
2227,языковед,6391,NOUN
2228,независимый,6389,ADJF
2229,мягкий,6385,ADJF
2230,бархударов,6384,NOUN
2231,кавказ,6383,NOUN
2232,закладывать,6379,INFN
2233,стилистически,6378,ADVB
2234,архив,6378,NOUN
2235,производство,6378,NOUN
2236,достаточный,6375,ADJF
2237,спонтанный,6374,ADJF
2238,атлас,6371,NOUN
2239,сдвиг,6370,NOUN
2240,борисов,6370,NOUN
2241,облик,6364,NOUN
2242,жирмунский,6360,NOUN
2243,медиа,6360,NOUN
2244,ил,6359,NOUN
2245,усиление,6356,NOUN
2246,совпадение,6356,NOUN
2247,Розенталь??,6352,
2248,выход,6350,NOUN
2249,обобщенный,6345,ADJF
2250,задавать,6344,INFN
2251,интересовать,6336,INFN
2252,библия,6326,NOUN
2253,русло,6326,NOUN
2254,индрик,6323,NOUN
2255,некоторые,6321,ADJF
2256,александров,6318,NOUN
2257,стол,6313,NOUN
2258,александр,6310,NOUN
2259,заставлять,6307,INFN
2260,родина,6300,NOUN
2261,устанавливаться,6297,INFN
2262,меняться,6294,INFN
2263,СПбГУ??,6289,
2264,елена,6288,NOUN
2265,КГУ??,6283,
2266,минимальный,6282,ADJF
2267,заменять,6281,INFN
2268,интегральный,6278,ADJF
2269,Филол??,6276,
2270,модус,6273,NOUN
2271,Фрумкина??,6273,
2272,спорный,6261,ADJF
2273,устойчивость,6260,NOUN
2274,дагестан,6256,NOUN
2275,глобальный,6256,ADJF
2276,театр,6252,NOUN
2277,федерация,6252,NOUN
2278,ментальность,6251,NOUN
2279,эмоциональность,6250,NOUN
2280,лакуна,6246,NOUN
2281,тур,6229,NOUN
2282,напоминать,6225,INFN
2283,чешский,6220,ADJF
2284,гаспаров,6215,NOUN
2285,Слышкин??,6213,
2286,просторечный,6210,ADJF
2287,прототип,6210,NOUN
2288,интервью,6208,NOUN
2289,предикация,6202,NOUN
2290,урало,6199,NOUN
2291,артикль,6199,NOUN
2292,сидеть,6198,INFN
2293,многие,6198,NPRO
2294,самарканд,6196,NOUN
2295,коммуникантов??,6196,
2296,стереотипный,6189,ADJF
2297,старославянский,6181,ADJF
2298,компонента,6179,NOUN
2299,побудительный,6179,ADJF
2300,останавливаться,6170,INFN
2301,умирать,6170,INFN
2302,знакомый,6168,ADJF
2303,достоверность,6156,NOUN
2304,столько,6153,ADVB
2305,повседневный,6151,ADJF
2306,Солганик??,6151,
2307,дискуссия,6148,NOUN
2308,сопровождаться,6138,INFN
2309,си,6121,NOUN
2310,германия,6121,NOUN
2311,несомненно,6120,ADVB
2312,междунар??,6120,
2313,арутюнова,6117,NOUN
2314,товар,6116,NOUN
2315,подтверждаться,6113,INFN
2316,прежний,6112,ADJF
2317,отрасль,6112,NOUN
2318,девушка,6109,NOUN
2319,младший,6106,ADJF
2320,реализовываться,6106,INFN
2321,обосновывать,6105,INFN
2322,спортивный,6102,ADJF
2323,Лингвокультурология??,6099,
2324,Соссюр??,6098,
2325,познавательный,6096,ADJF
2326,сценарий,6095,NOUN
2327,причастный,6091,ADJF
2328,сочинительный,6087,ADJF
2329,междисциплинарный,6086,ADJF
2330,киргизский,6084,ADJF
2331,целевой,6083,ADJF
2332,первоначальный,6081,ADJF
2333,межвуз??,6074,
2334,контекстный,6073,ADJF
2335,денотат,6055,NOUN
2336,искать,6053,INFN
2337,короткий,6049,ADJF
2338,Шахматов??,6049,
2339,село,6048,NOUN
2340,ть??,6048,
2341,различать,6044,INFN
2342,сидоров,6044,NOUN
2343,болезнь,6043,NOUN
2344,ми,6042,NOUN
2345,древнетюркский,6035,ADJF
2346,трава,6034,NOUN
2347,измерение,6027,NOUN
2348,референт,6026,NOUN
2349,вокруг,6025,PREP
2350,территориальный,6025,ADJF
2351,наполнение,6023,NOUN
2352,аспирант,6022,NOUN
2353,точность,6018,NOUN
2354,безусловно,6016,CONJ
2355,рыба,6007,NOUN
2356,топонимика,6005,NOUN
2357,хлеб,6001,NOUN
2358,удэ,5990,NOUN
2359,оформлять,5985,INFN
2360,эквивалентность,5977,NOUN
2361,Астрель??,5975,
2362,берег,5974,NOUN
2363,ссылка,5970,NOUN
2364,интеллект,5970,NOUN
2365,чрезвычайно,5969,ADVB
2366,ограничиваться,5968,INFN
2367,синтагма,5966,NOUN
2368,ступень,5965,NOUN
2369,синхрония,5964,NOUN
2370,выполнение,5959,NOUN
2371,стадия,5958,NOUN
2372,крылатый,5956,ADJF
2373,эмпирический,5956,ADJF
2374,корневой,5955,ADJF
2375,ар,5949,NOUN
2376,афоризм,5948,NOUN
2377,указательный,5936,ADJF
2378,нация,5927,NOUN
2379,лебедев,5924,NOUN
2380,собака,5923,NOUN
2381,алгоритм,5920,NOUN
2382,тт??,5919,
2383,партнер,5917,NOUN
2384,делаться,5916,INFN
2385,полно,5916,ADVB
2386,орел,5916,NOUN
2387,дейксис,5914,NOUN
2388,сто,5912,NOUN
2389,Куртенэ??,5910,
2390,ставрополь,5907,NOUN
2391,лопатин,5903,NOUN
2392,генетический,5899,ADJF
2393,постепенно,5898,ADVB
2394,антонимия,5898,NOUN
2395,эвфемизм,5897,NOUN
2396,швейцер,5897,NOUN
2397,прослеживаться,5892,INFN
2398,мотивационный,5882,ADJF
2399,сп,5873,NOUN
2400,вкус,5868,NOUN
2401,прямо,5851,ADVB
2402,обычай,5851,NOUN
2403,специальность,5850,NOUN
2404,аббревиатура,5847,NOUN
2405,полезный,5846,ADJF
2406,независимо,5846,ADVB
2407,добро,5844,ADVB
2408,алфавит,5837,NOUN
2409,пресуппозиция,5837,NOUN
2410,ценный,5831,ADJF
2411,чередование,5831,NOUN
2412,осложнять,5830,INFN
2413,диалектологический,5830,ADJF
2414,назначение,5828,NOUN
2415,морфемный,5827,ADJF
2416,явно,5826,ADVB
2417,деталь,5825,NOUN
2418,просьба,5824,NOUN
2419,лакский,5824,ADJF
2420,пытаться,5822,INFN
2421,иваново,5817,NOUN
2422,уделяться,5817,INFN
2423,шкала,5816,NOUN
2424,идентичность,5815,NOUN
2425,профессия,5813,NOUN
2426,испытуемый,5811,ADJF
2427,прочитывать,5809,INFN
2428,отрезок,5808,NOUN
2429,отсюда,5807,ADVB
2430,забывать,5801,INFN
2431,древность,5801,NOUN
2432,аналог,5800,NOUN
2433,месяц,5798,NOUN
2434,художник,5795,NOUN
2435,повышение,5789,NOUN
2436,базироваться,5785,INFN
2437,потапов,5785,NOUN
2438,НКРЯ??,5785,
2439,прекрасный,5783,ADJF
2440,слава,5783,NOUN
2441,педагогика,5775,NOUN
2442,саранск,5773,NOUN
2443,испытывать,5772,INFN
2444,взрослый,5768,NOUN
2445,горный,5767,ADJF
2446,лабиринт,5766,NOUN
2447,числительное,5762,NOUN
2448,томский,5761,ADJF
2449,отклонение,5753,NOUN
2450,азбуковник,5753,NOUN
2451,подъязык,5751,NOUN
2452,Чудинов??,5749,
2453,изобразительный,5744,ADJF
2454,ударный,5743,ADJF
2455,поток,5743,NOUN
2456,быстро,5737,ADVB
2457,совершенный,5736,ADJF
2458,вероятность,5735,NOUN
2459,перечень,5732,NOUN
2460,обязательно,5729,ADVB
2461,замысел,5726,NOUN
2462,виртуальный,5726,ADJF
2463,цепочка,5725,NOUN
2464,русско,5723,ADVB
2465,похожий,5716,ADJF
2466,дружба,5712,NOUN
2467,школьник,5712,NOUN
2468,нарицательный,5712,ADJF
2469,референциальный,5712,ADJF
2470,служба,5711,NOUN
2471,архангельск,5710,NOUN
2472,рукописный,5708,ADJF
2473,мгла,5704,NOUN
2474,сильно,5698,ADVB
2475,державин,5698,NOUN
2476,павлов,5696,NOUN
2477,возрастной,5694,ADJF
2478,романов,5694,NOUN
2479,немец,5690,NOUN
2480,согласие,5685,NOUN
2481,философ,5683,NOUN
2482,эксплицитный,5683,ADJF
2483,строгий,5681,ADJF
2484,ся??,5680,
2485,ИНИОН??,5679,
2486,соединение,5678,NOUN
2487,ономасиологический,5677,ADJF
2488,панов,5670,NOUN
2489,повторяться,5669,INFN
2490,синонимичный,5669,ADJF
2491,раб,5669,NOUN
2492,недостаточный,5666,ADJF
2493,уделять,5662,INFN
2494,поволжье,5661,NOUN
2495,барт,5655,NOUN
2496,переносный,5645,ADJF
2497,владение,5641,NOUN
2498,ученик,5640,NOUN
2499,промежуточный,5638,ADJF
2500,хакасский,5637,ADJF
2501,закономерный,5621,ADJF
2502,совершать,5615,INFN
2503,инвариант,5611,NOUN
2504,ориентир,5608,NOUN
2505,увеличение,5602,NOUN
2506,твердый,5600,ADJF
2507,праздник,5600,NOUN
2508,СВ??,5596,
2509,греча,5592,NOUN
2510,тюмень,5584,NOUN
2511,подходить,5583,INFN
2512,лошадь,5582,NOUN
2513,проникать,5576,INFN
2514,стоить,5575,INFN
2515,рефлексия,5571,NOUN
2516,тюрк,5570,NOUN
2517,пауза,5564,NOUN
2518,интересно,5563,ADVB
2519,плохой,5558,ADJF
2520,мальчик,5553,NOUN
2521,символика,5553,NOUN
2522,подготовить,5542,INFN
2523,соколов,5539,NOUN
2524,адыгейский,5536,ADJF
2525,переосмысление,5528,NOUN
2526,максимальный,5527,ADJF
2527,контраст,5526,NOUN
2528,молодежь,5524,NOUN
2529,зло,5521,NOUN
2530,глухой,5519,ADJF
2531,путешествие,5519,NOUN
2532,бабушкин,5511,NOUN
2533,детальный,5498,ADJF
2534,стандарт,5497,NOUN
2535,видение,5493,NOUN
2536,глубина,5492,NOUN
2537,падение,5488,NOUN
2538,машина,5482,NOUN
2539,онтологический,5482,ADJF
2540,ставиться,5480,INFN
2541,эпический,5480,ADJF
2542,двойной,5479,ADJF
2543,решаться,5475,INFN
2544,отдел,5471,NOUN
2545,локализация,5470,NOUN
2546,тарту,5468,NOUN
2547,аз,5466,NOUN
2548,рисунок,5464,NOUN
2549,узуальный,5463,ADJF
2550,усвоение,5462,NOUN
2551,смоленск,5461,NOUN
2552,прочий,5454,ADJF
2553,серьезный,5452,ADJF
2554,мертвый,5447,NOUN
2555,таков,5441,ADJS
2556,систематизировать,5440,INFN
2557,упоминаться,5440,INFN
2558,опорный,5436,ADJF
2559,бо,5432,CONJ
2560,партия,5431,NOUN
2561,устаревать,5430,INFN
2562,нечто,5427,NPRO
2563,готовый,5426,ADJF
2564,исчезать,5419,INFN
2565,ларин,5419,NOUN
2566,латы,5417,NOUN
2567,раскрытие,5415,NOUN
2568,машинный,5413,ADJF
2569,притяжательный,5409,ADJF
2570,сбор,5404,NOUN
2571,признание,5401,NOUN
2572,отдельно,5399,ADVB
2573,предпочтение,5397,NOUN
2574,фоновый,5396,ADJF
2575,осетинский,5387,ADJF
2576,график,5383,NOUN
2577,насколько,5377,ADVB
2578,последовательно,5374,ADVB
2579,никто,5373,NPRO
2580,сад,5370,NOUN
2581,ключ,5370,NOUN
2582,петь,5367,INFN
2583,туркменский,5365,ADJF
2584,ая,5362,NOUN
2585,губерния,5358,NOUN
2586,предопределять,5356,INFN
2587,баскак,5354,NOUN
2588,левый,5341,ADJF
2589,Фасмер??,5341,
2590,ясный,5340,ADJF
2591,выразительность,5339,NOUN
2592,впечатление,5336,NOUN
2593,семейный,5335,ADJF
2594,спрашивать,5334,INFN
2595,соиск??,5327,
2596,частичный,5326,ADJF
2597,призма,5323,NOUN
2598,произносить,5319,INFN
2599,ой,5319,INTJ
2600,билингвизм,5311,NOUN
2601,узнавать,5308,INFN
2602,глубоко,5304,ADVB
2603,каузативный,5303,ADJF
2604,условно,5300,ADVB
2605,подтверждение,5297,NOUN
2606,никонов,5296,NOUN
2607,элементарный,5281,ADJF
2608,сотрудник,5279,NOUN
2609,обсуждать,5279,INFN
2610,чей,5278,ADJF
2611,инфинитивный,5278,ADJF
2612,информатика,5273,NOUN
2613,бессоюзный,5271,ADJF
2614,этнолингвистический,5271,ADJF
2615,лермонтов,5270,NOUN
2616,орлов,5266,NOUN
2617,св??,5262,
2618,продуктивность,5261,NOUN
2619,вслед,5260,PREP
2620,основное,5259,ADJF
2621,извлекать,5259,INFN
2622,сл??,5258,
2623,сожаление,5257,NOUN
2624,всесоюзный,5253,ADJF
2625,номер,5250,NOUN
2626,семасиология,5249,NOUN
2627,метонимия,5248,NOUN
2628,спектр,5245,NOUN
2629,НСВ??,5245,
2630,владеть,5242,INFN
2631,экспедиция,5240,NOUN
2632,тонкий,5239,ADJF
2633,фокус,5237,NOUN
2634,спец,5233,NOUN
2635,межличностный,5233,ADJF
2636,превращаться,5232,INFN
2637,монастырь,5229,NOUN
2638,недостаток,5226,NOUN
2639,мельчук,5225,NOUN
2640,предварительный,5223,ADJF
2641,красивый,5222,ADJF
2642,переводный,5219,ADJF
2643,экспрессия,5217,NOUN
2644,переживание,5217,NOUN
2645,включаться,5216,INFN
2646,обстоятельственный,5215,ADJF
2647,пименов,5209,NOUN
2648,география,5206,NOUN
2649,инновация,5205,NOUN
2650,ижевск,5203,NOUN
2651,оп,5201,INTJ
2652,домашний,5200,ADJF
2653,слышать,5199,INFN
2654,франция,5197,NOUN
2655,Плунгян??,5193,
2656,доказательство,5189,NOUN
2657,воздействовать,5189,INFN
2658,явный,5181,ADJF
2659,Лейчик??,5180,
2660,вновь,5178,ADVB
2661,поддержка,5177,NOUN
2662,инвариантный,5177,ADJF
2663,заглавие,5175,NOUN
2664,отбирать,5170,INFN
2665,институциональный,5170,ADJF
2666,сегодняшний,5168,ADJF
2667,конь,5166,NOUN
2668,атрибут,5159,NOUN
2669,отраслевой,5158,ADJF
2670,представать,5157,INFN
2671,совместный,5154,ADJF
2672,помет,5149,NOUN
2673,смех,5144,NOUN
2674,участок,5144,NOUN
2675,формант,5144,NOUN
2676,родовой,5139,ADJF
2677,юго,5138,
2678,нагрузка,5137,NOUN
2679,ильин,5137,NOUN
2680,зеленый,5130,ADJF
2681,продолжение,5128,NOUN
2682,максимов,5122,NOUN
2683,доступный,5120,ADJF
2684,суд,5119,NOUN
2685,заметный,5117,ADJF
2686,евангелие,5117,NOUN
2687,сначала,5112,ADVB
2688,синтагматика,5110,NOUN
2689,Формановская??,5110,
2690,рекомендация,5105,NOUN
2691,употребительный,5103,ADJF
2692,образовательный,5102,ADJF
2693,ад,5098,NOUN
2694,развертывание,5094,NOUN
2695,пусть,5091,PRCL
2696,фиксироваться,5090,INFN
2697,звено,5088,NOUN
2698,соматический,5086,ADJF
2699,Сиротинина??,5085,
2700,вступ??,5078,
2701,напр??,5075,
2702,идеальный,5072,ADJF
2703,предикатный,5068,ADJF
2704,поддерживать,5066,INFN
2705,словник,5065,NOUN
2706,изображать,5061,INFN
2707,правильно,5056,ADVB
2708,беляев,5056,NOUN
2709,кравченко,5055,NOUN
2710,васильева,5054,NOUN
2711,окружать,5053,INFN
2712,присутствие,5041,NOUN
2713,вхождение,5040,NOUN
2714,истинный,5037,ADJF
2715,рифма,5037,NOUN
2716,поступок,5036,NOUN
2717,морковкин,5033,ADJF
2718,отдавать,5024,INFN
2719,процессуальный,5021,ADJF
2720,ба,5018,INTJ
2721,убеждение,5016,NOUN
2722,баран,5015,NOUN
2723,десять,5012,NUMR
2724,Собр??,5012,
2725,колледж,5008,NOUN
2726,учитываться,5007,INFN
2727,мировоззрение,5006,NOUN
2728,ширяев,5006,NOUN
2729,ер,4999,NOUN
2730,слишком,4994,ADVB
2731,исторически,4992,ADVB
2732,посессивный,4992,ADJF
2733,периодический,4987,ADJF
2734,второстепенный,4987,ADJF
2735,чудо,4982,NOUN
2736,добавлять,4980,INFN
2737,ясно,4978,ADVB
2738,ожидать,4978,INFN
2739,библиографический,4976,ADJF
2740,бить,4975,INFN
2741,ольга,4970,NOUN
2742,курск,4970,NOUN
2743,перспективный,4970,ADJF
2744,двор,4968,NOUN
2745,признаваться,4968,INFN
2746,пастернак,4967,NOUN
2747,метонимический,4966,ADJF
2748,арго,4965,NOUN
2749,утрата,4965,NOUN
2750,лингвостилистический,4960,ADJF
2751,запрос,4959,NOUN
2752,ху,4958,
2753,объективация,4957,NOUN
2754,сквозь,4956,PREP
2755,близко,4954,ADVB
2756,чувственный,4950,ADJF
2757,экономия,4949,NOUN
2758,зачастую,4947,ADVB
2759,заслуживать,4946,INFN
2760,взаимодействовать,4942,INFN
2761,особо,4942,ADVB
2762,конструирование,4942,NOUN
2763,декабрь,4941,NOUN
2764,денисов,4936,NOUN
2765,линейный,4934,ADJF
2766,пища,4932,NOUN
2767,гончаров,4930,NOUN
2768,акустический,4925,ADJF
2769,Храковский??,4925,
2770,концептосферы??,4925,
2771,рациональный,4920,ADJF
2772,интернациональный,4919,ADJF
2773,этика,4918,NOUN
2774,вечер,4912,NOUN
2775,преобладание,4909,NOUN
2776,примерно,4900,ADVB
2777,разум,4900,NOUN
2778,идеология,4897,NOUN
2779,спор,4892,NOUN
2780,поверхностный,4892,ADJF
2781,общеупотребительный,4891,ADJF
2782,математический,4890,ADJF
2783,андрей,4889,NOUN
2784,иностранец,4887,NOUN
2785,дейктический,4885,ADJF
2786,умение,4879,NOUN
2787,учреждение,4879,NOUN
2788,февраль,4870,NOUN
2789,шведова,4870,NOUN
2790,сказание,4869,NOUN
2791,дневник,4869,NOUN
2792,уч??,4862,
2793,кит,4860,NOUN
2794,обеспечение,4851,NOUN
2795,неизвестный,4851,ADJF
2796,полнота,4849,NOUN
2797,специально,4849,ADVB
2798,этноним,4847,NOUN
2799,внеязыковой,4843,ADJF
2800,грозный,4839,NOUN
2801,подразумевать,4837,INFN
2802,вестись,4836,INFN
2803,размышление,4834,NOUN
2804,кузьмин,4828,NOUN
2805,раскрываться,4827,INFN
2806,приносить,4827,INFN
2807,иллюстративный,4827,ADJF
2808,софия,4818,NOUN
2809,максимально,4817,ADVB
2810,даниленко,4817,NOUN
2811,просодия,4816,NOUN
2812,комиссар,4815,NOUN
2813,темный,4813,ADJF
2814,проживать,4813,INFN
2815,пушкинский,4811,ADJF
2816,сестра,4811,NOUN
2817,усилие,4807,NOUN
2818,Сусов??,4804,
2819,вс,4803,NOUN
2820,мелкий,4799,ADJF
2821,указываться,4799,INFN
2822,фреймовый,4795,ADJF
2823,псковский,4790,ADJF
2824,гуревич,4786,NOUN
2825,историк,4785,NOUN
2826,справочный,4784,ADJF
2827,враг,4784,NOUN
2828,плохо,4783,PRED
2829,падать,4781,INFN
2830,кишинев,4781,NOUN
2831,Худож??,4779,
2832,переходность,4778,NOUN
2833,транскрипция,4777,NOUN
2834,Валгина??,4775,
2835,диал??,4775,
2836,остров,4774,NOUN
2837,зрительный,4774,ADJF
2838,морозов,4772,NOUN
2839,черемисин,4772,NOUN
2840,коррелят,4770,NOUN
2841,идиостиля??,4770,
2842,окно,4769,NOUN
2843,назад,4764,ADVB
2844,монолог,4763,NOUN
2845,игровой,4763,ADJF
2846,азбука,4759,NOUN
2847,возвратный,4759,ADJF
2848,иранский,4759,ADJF
2849,гендерный,4755,ADJF
2850,худой,4745,ADJF
2851,президент,4743,NOUN
2852,запах,4740,NOUN
2853,случайный,4738,ADJF
2854,Эдиториал??,4736,
2855,вологда,4734,NOUN
2856,мода,4733,NOUN
2857,крайне,4731,ADVB
2858,сводиться,4730,INFN
2859,длинный,4725,ADJF
2860,рождаться,4721,INFN
2861,разница,4718,NOUN
2862,совершенствование,4714,NOUN
2863,Минасова??,4710,
2864,вставать,4709,INFN
2865,блоха,4709,NOUN
2866,легенда,4706,NOUN
2867,надежда,4705,NOUN
2868,дательный,4703,ADJF
2869,официально,4700,ADVB
2870,встреча,4691,NOUN
2871,ле,4691,PRCL
2872,Улуханов??,4679,
2873,левин,4675,NOUN
2874,фразовый,4675,ADJF
2875,привлекаться,4673,INFN
2876,пропозициональный,4673,ADJF
2877,понятный,4670,ADJF
2878,сюда,4670,ADVB
2879,минимум,4670,NOUN
2880,строго,4665,ADVB
2881,однозначный,4662,ADJF
2882,всесторонний,4655,ADJF
2883,таки,4648,PRCL
2884,отрывок,4648,NOUN
2885,многоаспектный,4647,ADJF
2886,синий,4646,ADJF
2887,словосложение,4646,NOUN
2888,указатель,4643,NOUN
2889,журавлев,4643,NOUN
2890,узус,4640,NOUN
2891,онтология,4639,NOUN
2892,чеченский,4636,ADJF
2893,комбинация,4631,NOUN
2894,соискание,4628,NOUN
2895,РА??,4626,
2896,Сепир??,4623,
2897,вокализм,4621,NOUN
2898,именительный,4620,ADJF
2899,кара,4615,NOUN
2900,иллюстрация,4613,NOUN
2901,завершать,4612,INFN
2902,Кубряковой??,4608,
2903,специализированный,4605,PRTF
2904,чебоксары,4604,NOUN
2905,дементьев,4603,NOUN
2906,рекомендовать,4602,INFN
2907,съезд,4598,NOUN
2908,далекий,4596,ADJF
2909,просить,4595,INFN
2910,антонимический,4595,ADJF
2911,интенсивный,4594,ADJF
2912,разрешение,4587,NOUN
2913,вырабатывать,4581,INFN
2914,воробей,4580,NOUN
2915,смешение,4573,NOUN
2916,кожевников,4570,NOUN
2917,переносной,4569,ADJF
2918,спать,4566,INFN
2919,вертикальный,4566,ADJF
2920,определительный,4563,ADJF
2921,убивать,4561,INFN
2922,деление,4560,NOUN
2923,соловьев,4559,NOUN
2924,социологический,4557,ADJF
2925,Эксмо??,4556,
2926,бывший,4553,ADJF
2927,выглядеть,4552,INFN
2928,винительный,4546,ADJF
2929,кабардино,4546,NOUN
2930,обозрение,4543,NOUN
2931,контроль,4541,NOUN
2932,нуждаться,4540,INFN
2933,слушатель,4540,NOUN
2934,доминирующий,4538,PRTF
2935,асимметрия,4537,NOUN
2936,принципиально,4536,ADVB
2937,ермаков,4535,NOUN
2938,проникновение,4531,NOUN
2939,задание,4526,NOUN
2940,черкесский,4526,ADJF
2941,принципиальный,4523,ADJF
2942,сопровождать,4515,INFN
2943,петрозаводск,4514,NOUN
2944,терминоведения??,4514,
2945,татьяна,4513,NOUN
2946,длина,4512,NOUN
2947,Политиздат??,4512,
2948,наблюдатель,4510,NOUN
2949,одесса,4509,NOUN
2950,пополнение,4509,NOUN
2951,метаязыковый,4508,ADJF
2952,экран,4507,NOUN
2953,медицина,4504,NOUN
2954,литовский,4503,ADJF
2955,взаимный,4499,ADJF
2956,достоинство,4498,NOUN
2957,гидроним,4498,NOUN
2958,следование,4487,NOUN
2959,обозначаться,4483,INFN
