,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
248,когнитивный теория метафора,07.06,0.0,0.0,0.0,3.3,5.7,8.2,1.9,0.4095,90.85,93.0
249,теория морфологический категория,07.06,0.0,0.0,7.0,8.3,7.1,3.8,0.5,0.3097,93.57,109.0
250,современный германский язык,07.04,0.0,2.1,10.8,6.2,6.9,3.5,0.0,0.4442,89.12,98.0
251,стилистика немецкий язык,07.01,0.0,0.0,4.8,5.2,7.1,4.8,3.3,0.5078,88.4,93.0
252,семантический пространство язык,7,0.0,0.0,0.4,1.5,7.9,5.7,0.9,0.4183,91.24,101.0
253,национальный литературный язык,7,8.4,16.5,12.3,7.2,5.1,3.1,2.8,0.331,91.72,117.0
254,аспект языковой явление,6.99,3.6,0.7,8.4,8.1,6.3,4.2,2.4,0.2819,93.76,114.0
255,национальный языковой картина,6.96,0.0,0.0,0.0,0.6,6.4,7.4,6.6,0.3983,90.99,99.0
256,лексико семантический уровень,6.95,0.0,0.8,8.9,5.6,6.8,4.0,1.9,0.3155,92.99,113.0
257,глагол совершенный вид,6.91,4.8,5.6,5.1,6.6,4.3,6.9,5.2,0.4419,89.12,111.0
258,тип языковой личность,6.91,0.0,0.0,0.0,1.5,5.9,8.1,1.4,0.4843,86.89,89.0
259,передача чужой речь,6.89,0.0,1.5,3.9,3.4,6.3,5.8,6.6,0.536,81.17,97.0
260,современный казахский язык,6.89,0.0,20.4,16.2,5.3,5.1,2.2,0.0,0.6203,85.25,67.0
261,словообразование русский язык,6.87,0.0,0.5,7.1,9.1,7.5,2.7,0.0,0.4359,89.38,101.0
262,русский славянский языкознание,6.86,0.0,0.7,6.8,6.6,7.7,3.0,0.0,0.4803,88.9,103.0
263,структурно семантический модель,6.85,0.0,2.1,13.2,7.2,5.4,4.2,0.5,0.3939,89.65,108.0
264,лексика тюркский язык,6.81,1.2,18.8,10.2,5.3,5.4,3.0,2.4,0.5621,86.13,81.0
265,семантический структура высказывание,6.79,0.0,0.3,6.9,9.8,6.9,3.1,0.0,0.3346,92.21,109.0
266,лексика разговорный употребление,6.79,0.0,0.0,0.3,7.3,8.2,3.4,0.5,0.3705,91.47,100.0
267,форма единственный число,6.79,23.9,12.9,7.2,6.9,5.4,3.6,2.4,0.3979,90.35,107.0
268,коми пермяцкий язык,6.73,0.0,0.5,0.4,12.4,4.8,6.4,1.9,0.7484,72.38,53.0
269,таджикский литературный язык,6.72,0.0,0.3,2.5,7.9,1.6,10.9,4.2,0.7243,75.29,46.0
270,вариант испанский язык,6.72,0.0,0.2,3.2,0.3,4.2,9.1,5.2,0.7306,77.49,54.0
271,анализ предметный имя,6.71,0.0,0.0,0.0,0.0,7.2,6.1,3.3,0.3668,92.1,94.0
272,строй тюркский язык,6.7,3.6,35.6,15.0,4.4,3.8,2.0,0.0,0.6126,83.79,73.0
273,башкирский литературный язык,6.69,0.0,6.4,7.3,4.8,5.7,4.3,10.3,0.5554,84.99,71.0
274,научно технический перевод,6.66,0.0,0.0,5.7,3.4,7.4,3.8,1.9,0.4947,85.28,95.0
275,аварский литературный язык,6.65,0.0,0.0,0.8,11.2,5.5,5.7,0.0,0.7105,80.68,45.0
276,синтаксический структура предложение,6.64,0.0,3.6,10.8,6.8,5.7,3.6,2.8,0.2815,92.58,121.0
277,современный лингвистический исследование,6.62,0.0,0.2,2.7,3.0,5.9,6.4,2.8,0.3044,93.3,111.0
278,тип фразеологический единица,6.61,0.0,3.3,4.9,5.0,6.1,4.8,1.4,0.3235,92.63,110.0
279,неличный форма глагол,6.6,0.0,4.6,8.1,4.7,4.4,6.2,2.4,0.4675,88.1,102.0
280,лексико тематический группа,6.58,0.0,0.0,3.4,4.4,6.6,4.9,2.8,0.4313,88.11,100.0
281,история тюркский язык,6.57,1.2,37.3,19.6,2.8,3.1,1.9,0.5,0.6225,82.72,74.0
282,типологический анализ язык,6.56,0.0,0.5,5.6,9.2,6.4,3.4,3.8,0.2972,92.94,117.0
283,инвариантный синтаксический значение,6.55,0.0,1.8,16.8,10.5,5.3,2.1,0.5,0.381,88.95,106.0
284,коммуникативный единица язык,6.54,0.0,0.5,3.9,12.4,7.3,2.0,0.9,0.4365,88.46,102.0
285,диалект аварский язык,6.54,0.0,0.0,2.4,7.7,5.9,5.3,0.0,0.7296,77.34,48.0
286,семантический структура язык,6.54,1.2,1.1,10.2,8.5,5.9,3.2,0.9,0.3439,91.78,110.0
287,причастие настоящий время,6.51,4.8,4.1,4.0,2.2,4.6,6.9,8.5,0.4168,86.61,110.0
288,форма существование язык,6.5,1.2,0.2,2.3,6.2,5.3,6.2,3.8,0.3588,89.08,112.0
289,анализ семантический структура,6.47,0.0,0.8,10.3,5.0,6.2,3.4,2.8,0.3159,92.1,111.0
290,семантика художественный текст,6.46,0.0,0.0,0.3,2.2,8.2,3.8,0.9,0.4294,89.96,95.0
291,порождение речевой высказывание,6.46,0.0,0.0,2.8,6.9,7.1,3.6,1.4,0.364,91.16,108.0
292,общеславянский лингвистический атлас,6.45,7.2,2.0,11.3,6.6,6.2,2.5,6.1,0.4623,88.2,104.0
293,памятник деловой письменность,6.44,1.2,2.5,5.5,5.3,6.0,4.5,0.9,0.4714,88.07,92.0
294,социальный дифференциация язык,6.44,0.0,0.8,4.9,6.0,6.7,3.7,2.4,0.3686,91.43,103.0
295,диалект хантыйский язык,6.42,0.0,0.0,0.2,0.3,4.8,8.0,15.5,0.7442,78.72,52.0
296,структура сложный предложение,6.41,0.0,2.5,5.4,8.1,6.6,3.0,0.9,0.3138,92.7,117.0
297,эмоционально оценочный лексика,6.41,0.0,0.0,4.2,4.1,7.5,3.3,1.9,0.3965,89.54,104.0
298,компонент значение слово,6.38,2.4,0.2,4.1,5.9,6.9,3.6,1.9,0.3202,92.86,110.0
299,семантический поле глагол,6.38,0.0,0.8,6.1,5.8,6.4,3.6,7.1,0.3565,92.0,107.0
300,морфология тюркский язык,6.37,0.0,6.4,11.6,5.0,5.7,3.1,0.5,0.581,85.15,79.0
301,существительное мужской род,6.36,59.8,7.2,7.0,4.8,4.8,3.9,4.7,0.466,84.62,99.0
302,лексико фразеологический поле,6.36,0.0,0.0,1.4,0.4,5.1,7.6,2.8,0.5932,79.93,82.0
303,иберийский кавказский языкознание,6.36,0.0,0.8,3.8,5.4,6.8,3.8,0.0,0.7064,76.49,54.0
304,устойчивый словесный комплекс,6.34,0.0,0.3,15.6,7.4,5.0,3.1,0.9,0.4772,83.78,98.0
305,часть сложный предложение,6.32,6.0,15.7,10.0,7.4,4.7,2.7,1.9,0.3262,90.43,113.0
306,язык народ сибирь,6.32,0.0,4.1,6.9,4.4,5.2,4.9,1.9,0.4576,87.95,102.0
307,метод контекстуальный анализ,6.32,0.0,0.0,1.0,2.0,5.0,7.3,6.6,0.347,92.33,102.0
308,символ лингвокультурные концепт,6.3,0.0,0.0,0.0,0.0,6.0,6.8,3.3,0.4648,89.86,86.0
309,принцип типологический анализ,6.26,0.0,0.5,5.1,8.5,6.2,3.3,3.3,0.3032,92.99,117.0
310,референциальный аспект семантика,6.24,0.0,0.0,0.6,6.6,6.4,4.5,0.9,0.3071,93.22,111.0
311,свойство языковой система,6.24,0.0,0.0,6.5,9.0,5.6,3.8,0.9,0.3962,90.43,106.0
312,значимый единица язык,6.23,2.4,1.1,10.1,6.7,6.1,2.6,0.9,0.3471,92.25,114.0
313,русский исторический лексикология,6.17,0.0,1.5,6.5,7.6,5.8,3.5,2.4,0.3955,89.62,115.0
314,современный узбекский язык,6.16,0.0,32.8,21.5,4.7,2.7,1.0,0.0,0.6734,81.61,53.0
315,структура семантический поле,6.15,0.0,0.3,2.9,3.4,7.5,3.2,2.4,0.3445,92.02,107.0
316,семантический форма мышление,6.12,0.0,0.0,0.6,11.0,8.5,0.6,0.0,0.6356,81.91,75.0
317,значение лексический единица,6.12,0.0,0.3,4.5,3.3,6.0,4.6,4.2,0.3061,92.75,113.0
318,число имя существительное,6.11,0.0,2.8,5.0,7.3,5.8,3.6,0.0,0.4837,86.7,98.0
319,выражение модальный значение,6.11,0.0,1.5,3.1,4.6,5.7,4.9,0.0,0.4404,84.53,100.0
320,глагол несовершенный вид,6.1,12.0,4.9,5.1,4.8,4.0,5.9,3.3,0.4278,88.4,104.0
321,язык логический анализ,06.09,0.0,0.0,0.0,4.5,7.5,3.5,0.9,0.3738,91.73,101.0
322,финно угорский языкознание,06.09,0.0,1.1,2.8,6.1,5.8,4.4,1.9,0.5891,83.8,83.0
323,художественный прозаический текст,06.09,0.0,0.0,3.9,7.3,6.1,3.7,0.9,0.3441,92.45,105.0
324,аспект семантика местоимение,06.05,0.0,0.0,0.2,6.1,6.4,4.3,1.4,0.3123,93.12,106.0
325,индивидуально авторский картина,06.04,0.0,0.0,0.0,0.0,3.7,9.0,3.8,0.5717,84.25,73.0
326,функционально смысловой тип,06.04,0.0,0.2,6.1,7.8,6.3,2.8,0.0,0.4043,90.24,99.0
327,научный стиль речь,06.03,0.0,0.0,13.4,6.7,5.5,2.2,5.2,0.385,90.89,105.0
328,однородный член предложение,06.02,9.6,6.7,11.8,5.9,4.9,2.7,0.0,0.399,89.3,112.0
329,английский языковой картина,6,0.0,0.0,0.0,0.1,4.1,8.1,10.3,0.5621,85.17,72.0
330,время русский глагол,5.98,0.0,0.2,5.2,9.1,5.9,3.0,1.4,0.3213,92.12,112.0
331,смысловой структура слово,5.97,0.0,6.4,12.0,6.3,5.7,1.8,0.0,0.3688,90.11,108.0
332,метод лингвистический анализ,5.95,0.0,1.0,4.9,4.3,5.0,5.0,3.3,0.2972,93.79,116.0
333,тип речевой культура,5.95,0.0,0.0,0.0,1.7,7.2,4.1,0.9,0.5552,81.15,82.0
334,современный разговорный речь,5.94,9.6,3.4,5.1,6.3,5.7,3.3,1.9,0.2619,94.28,118.0
335,говор азербайджанский язык,5.94,0.0,45.3,19.0,1.4,2.5,0.6,0.0,0.7693,75.89,40.0
336,функционально семантический аспект,5.93,0.0,0.2,1.7,5.5,6.2,4.1,1.4,0.3287,93.05,113.0
337,современный языковой ситуация,5.91,0.0,0.0,0.5,5.9,5.0,5.3,13.2,0.319,92.13,111.0
338,национальный русский двуязычие,5.9,0.0,1.1,11.6,4.8,5.6,2.7,0.5,0.5246,87.15,87.0
339,народный разговорный речь,5.88,12.0,7.2,7.8,3.1,6.4,1.9,1.4,0.4429,86.14,98.0
340,народный разговорный язык,5.88,9.6,24.3,16.8,4.8,2.9,2.0,0.0,0.4729,86.82,100.0
341,выражение временный отношение,5.87,0.0,0.7,7.3,6.0,5.4,3.6,0.0,0.4093,90.47,105.0
342,национальный культурный аспект,5.85,0.0,0.0,0.5,3.3,6.7,4.1,0.5,0.383,91.67,97.0
343,история литературный язык,5.85,8.4,9.6,24.5,6.0,2.8,2.0,0.9,0.5023,80.68,103.0
344,русский литературный произношение,5.85,31.1,9.8,7.7,5.0,5.2,2.3,2.8,0.3679,91.01,109.0
345,турецкий литературный язык,5.79,0.0,35.0,13.0,2.8,3.1,1.7,0.9,0.6287,83.96,67.0
346,образование сложный слово,5.78,2.4,2.6,7.6,3.1,5.6,3.5,0.5,0.4863,86.19,102.0
347,коммуникативный прагматический подход,5.75,0.0,0.0,0.5,1.7,4.7,6.7,2.4,0.4292,90.62,98.0
348,русский говор сибирь,5.74,1.2,0.8,4.3,3.8,5.8,4.0,0.9,0.4438,89.68,109.0
349,грамматика башкирский язык,5.74,1.2,17.0,8.0,2.8,4.3,3.3,0.5,0.5886,85.69,69.0
350,древнерусский литературный язык,5.74,16.8,6.4,3.1,12.0,4.6,2.9,0.0,0.5132,86.67,93.0
351,говор русский север,5.73,0.0,0.0,2.3,1.1,4.2,7.0,4.7,0.5704,82.0,81.0
352,общественно политический терминология,5.72,1.2,2.3,9.3,4.2,4.7,3.7,4.7,0.49,84.85,104.0
353,когнитивный прагматический аспект,5.72,0.0,0.0,0.0,1.6,5.5,5.5,9.4,0.4114,90.57,92.0
354,смысл художественный текст,5.7,0.0,0.0,0.4,6.7,6.2,3.7,0.5,0.4199,90.65,95.0
355,модель речевой жанр,5.7,0.0,0.0,0.1,0.9,5.3,6.1,1.9,0.4548,90.0,88.0
356,литературно художественный текст,5.69,0.0,0.2,4.5,5.3,6.2,2.9,2.4,0.3912,90.34,104.0
357,структура фразеологический единица,5.68,0.0,1.0,7.0,4.8,5.1,3.9,0.9,0.3638,90.96,100.0
358,английский диалогический речь,5.65,0.0,0.0,5.5,8.0,5.4,3.2,0.0,0.5042,86.86,83.0
359,национальный культурный семантика,5.65,0.0,0.0,1.0,6.6,5.4,4.3,2.4,0.3426,91.88,102.0
360,лексико семантический особенность,5.64,0.0,2.5,4.3,3.5,4.3,5.4,2.4,0.3442,90.35,111.0
361,общий теория лексикография,5.62,1.2,1.3,3.8,4.5,5.8,3.5,2.4,0.2709,93.63,113.0
362,предложный падежный конструкция,5.62,4.8,0.5,4.9,6.9,5.4,3.2,3.3,0.4612,87.07,96.0
363,античный теория язык,5.62,1.2,0.2,3.3,5.0,5.6,4.0,0.0,0.3227,92.15,107.0
364,значение многозначный слово,5.61,1.2,2.6,5.7,3.5,5.1,4.0,0.9,0.3078,92.06,117.0
365,современный турецкий язык,5.6,0.0,28.6,12.5,2.3,2.8,2.3,7.1,0.5815,84.94,68.0
366,значение фразеологический единица,5.58,0.0,1.1,3.6,6.6,4.9,4.2,0.9,0.3657,90.44,104.0
367,функциональный сторона язык,5.58,0.0,0.3,5.6,6.7,5.7,2.7,1.4,0.3283,92.28,107.0
368,система функциональный грамматика,5.57,0.0,0.0,0.0,0.3,4.8,6.7,0.5,0.4297,90.56,85.0
369,аспект языковой общение,5.57,0.0,0.0,0.1,7.8,6.2,3.2,0.0,0.4651,88.9,85.0
370,фонетика английский язык,5.57,0.0,0.2,6.0,3.4,5.0,4.4,0.0,0.5405,87.04,77.0
371,лексический состав язык,5.57,2.4,1.8,4.9,4.1,5.1,4.0,3.3,0.2306,94.34,117.0
372,опыт лингвистический описание,5.56,0.0,0.2,3.6,4.7,5.4,4.1,0.5,0.3039,93.38,107.0
373,закономерность стилистический использование,5.56,0.0,0.0,4.9,5.9,6.2,2.6,0.9,0.3128,93.09,105.0
374,основа теория грамматика,5.56,0.0,0.3,7.1,5.3,5.1,3.4,0.9,0.3354,92.45,103.0
375,организация художественный текст,5.56,0.0,0.0,3.0,4.9,6.3,3.0,1.4,0.3851,91.1,99.0
376,вид речевой деятельность,5.54,0.0,0.2,6.1,5.9,5.5,3.0,2.4,0.3813,90.5,105.0
377,нахско дагестанский язык,5.49,0.0,0.2,0.2,2.7,4.9,5.6,2.8,0.6141,83.08,62.0
378,современный русский словообразование,5.48,1.2,0.8,6.2,6.1,5.6,2.7,0.0,0.4076,90.5,100.0
379,ценностный картина мир,5.48,0.0,0.0,0.0,2.2,5.1,5.5,3.3,0.3831,91.13,99.0
380,социально лингвистический исследование,5.46,0.0,0.3,3.1,6.3,6.3,2.5,0.0,0.3619,91.64,103.0
381,практика межкультурный коммуникация,5.43,0.0,0.0,0.0,0.0,4.5,6.6,4.7,0.4798,89.44,80.0
382,частный лингвистический теория,5.43,0.0,0.0,5.4,5.3,6.2,2.1,0.9,0.3953,90.8,102.0
383,картина мир носитель,5.41,0.0,0.0,0.0,0.9,5.5,5.1,2.4,0.3755,90.56,104.0
384,наивный модель мир,5.41,0.0,0.0,0.0,5.7,6.2,3.1,4.7,0.3058,93.04,107.0
385,английский разговорный речь,5.4,1.2,0.0,8.2,6.6,5.1,2.7,0.5,0.4842,87.73,91.0
386,перевод художественный текст,5.4,0.0,0.0,1.1,1.8,4.2,6.1,10.8,0.5218,83.17,87.0
387,компаративный фразеологический единица,5.4,0.0,0.3,2.1,4.4,4.0,5.9,0.0,0.5833,80.78,78.0
388,тематический группа слово,5.39,0.0,1.5,9.3,7.9,4.7,2.3,1.4,0.3473,90.83,111.0
389,значение языковой единица,5.39,0.0,0.2,2.2,4.6,4.9,4.5,3.3,0.2538,93.96,114.0
390,главный член предложение,5.38,6.0,7.0,5.4,4.4,5.8,1.9,0.9,0.4454,86.37,104.0
391,семантика фразеологический оборот,5.34,0.0,0.2,4.6,4.7,5.5,3.3,0.0,0.3525,92.63,103.0
392,речевой жанр текст,5.33,0.0,0.0,0.0,0.0,3.7,7.5,0.9,0.6022,85.79,67.0
393,устный научный речь,5.32,0.0,0.0,7.6,11.6,5.1,1.6,0.0,0.505,83.76,87.0
394,экспрессивный синтаксический конструкция,5.3,0.0,0.0,1.6,4.5,5.9,3.3,0.0,0.4667,87.06,93.0
395,структура языковой личность,5.27,0.0,0.0,0.0,2.8,4.6,5.6,3.3,0.4337,89.47,94.0
396,функционирование грамматический категория,5.26,0.0,0.8,2.2,6.8,5.8,2.5,1.9,0.3637,90.82,103.0
397,функционально семантический особенность,5.26,0.0,0.0,3.2,4.4,4.4,4.8,1.4,0.3682,90.94,104.0
398,категория грамматический класс,5.26,0.0,0.7,5.5,8.8,4.9,2.7,0.0,0.7386,77.83,45.0
399,тип речевой акт,5.24,0.0,0.0,0.7,3.4,5.8,3.5,4.7,0.3723,90.95,107.0
400,постулат когнитивный семантика,5.23,0.0,0.0,0.0,3.2,6.2,3.5,0.0,0.4009,91.32,90.0
401,структурный схема предложение,5.22,0.0,0.7,6.9,9.0,4.6,2.5,0.9,0.4313,88.77,101.0
402,экспрессивный оценочный функция,5.21,0.0,0.0,0.7,3.9,5.6,3.9,0.0,0.3767,91.72,96.0
403,глагольный фразеологический единица,5.21,0.0,0.7,7.4,5.6,4.5,3.3,0.0,0.5233,86.63,87.0
404,строение человеческий язык,5.21,0.0,0.0,0.8,4.3,5.5,3.8,0.9,0.3254,93.2,100.0
405,русский ономастический терминология,5.2,0.0,0.2,1.5,3.0,4.6,4.8,5.6,0.294,93.13,113.0
406,форма именительный падеж,5.2,27.5,6.7,4.4,6.6,2.9,4.5,0.9,0.3834,90.08,104.0
407,модель языковой личность,5.17,0.0,0.0,0.0,3.0,4.6,5.2,4.2,0.4025,91.18,95.0
408,средство речевой воздействие,5.15,0.0,0.0,0.5,3.0,5.0,4.7,0.5,0.3949,90.93,99.0
409,единица словообразовательный система,5.15,0.0,0.2,1.8,3.8,5.3,3.9,0.5,0.45,89.29,98.0
410,обучение неродной язык,5.15,0.0,0.0,1.6,6.5,5.8,2.6,0.5,0.4486,87.98,100.0
411,гласный передний ряд,5.15,3.6,13.2,5.1,2.7,3.1,4.3,4.7,0.4279,89.82,94.0
412,анализ абстрактный имя,5.13,0.0,0.0,0.0,1.5,5.6,4.3,1.4,0.4263,91.07,85.0
413,класс русский глагол,5.12,0.0,0.0,4.2,7.9,6.0,1.4,2.4,0.449,88.19,95.0
414,диалект сибирский татарин,5.11,0.0,4.6,3.7,7.7,5.2,2.0,0.0,0.6839,76.3,51.0
415,экономия языковой средство,5.1,2.4,1.8,3.6,5.0,4.9,3.3,1.9,0.3675,87.59,114.0
416,смысловой тип речь,5.1,0.0,0.2,5.7,6.9,5.1,2.5,0.0,0.3985,90.81,95.0
417,язык советский эпоха,05.09,8.4,5.4,8.4,6.5,4.4,2.1,0.0,0.3562,91.08,104.0
418,язык межнациональный общение,05.09,3.6,13.4,17.2,2.9,2.5,2.0,11.8,0.4737,86.64,103.0
419,романо германский языкознание,05.07,0.0,0.7,9.2,5.6,5.0,2.0,0.0,0.4531,89.31,95.0
420,форма имя существительное,05.05,3.6,3.8,4.1,5.2,5.0,2.7,0.0,0.3638,90.12,111.0
421,автоматический обработка текст,05.03,0.0,1.3,0.9,4.1,4.8,4.1,1.9,0.4135,88.45,107.0
422,азербайджанский литературный язык,05.01,0.0,32.8,20.4,1.7,1.6,0.7,0.0,0.7044,79.59,48.0
423,устойчивый сочетание слово,5,0.0,5.7,9.9,3.8,3.5,3.3,1.4,0.3662,87.21,110.0
424,композиционный речевой форма,4.99,0.0,0.2,7.1,5.6,5.5,1.7,0.0,0.5617,83.51,77.0
425,система функциональный стиль,4.98,0.0,0.2,2.6,5.6,5.2,2.9,1.9,0.3661,90.88,100.0
426,социальный власть язык,4.97,0.0,0.0,0.1,1.1,5.7,3.9,0.9,0.4473,89.07,94.0
427,функционирование языковый единица,4.97,0.0,0.0,1.3,5.1,5.0,3.6,1.9,0.3565,92.01,109.0
428,говор русский язык,4.95,8.4,5.9,4.2,5.1,3.3,4.1,4.2,0.4687,87.42,95.0
429,социальный вариант язык,4.95,0.0,0.0,0.1,0.2,5.6,4.2,1.4,0.5422,82.85,83.0
430,семантика синтаксический единица,4.94,0.0,0.0,1.9,8.2,5.5,2.1,0.0,0.4141,90.43,96.0
431,тезаурус литературный язык,4.92,0.0,0.0,3.3,4.7,5.5,2.6,0.5,0.3403,92.76,102.0
432,теоретический основа грамматика,4.91,0.0,0.2,0.4,3.9,4.9,4.2,0.5,0.4853,88.33,90.0
433,русский технический терминология,4.91,1.2,0.2,4.7,3.8,4.3,4.0,0.5,0.3394,92.78,105.0
434,современный структурный лингвистика,4.89,0.0,0.3,3.7,5.9,4.9,2.8,1.4,0.2981,93.53,110.0
435,типология лингвистический номинация,4.88,0.0,0.2,4.5,5.1,4.9,2.9,0.0,0.3348,92.41,105.0
436,психолингвистический исследование слово,4.85,0.0,0.0,0.0,1.8,6.1,3.0,1.9,0.4781,88.4,86.0
437,новый лексический единица,4.85,0.0,2.6,3.7,4.1,4.2,3.6,4.2,0.2962,92.4,116.0
438,стиль русский язык,4.84,4.8,1.5,2.8,3.7,5.0,3.0,1.4,0.3498,91.54,112.0
439,метод лингвистический описание,4.84,0.0,0.0,3.7,3.2,4.4,4.0,1.4,0.2958,93.49,109.0
440,особенность речевой поведение,4.84,0.0,0.0,0.0,1.6,4.6,4.8,4.2,0.422,88.29,96.0
441,современный философия язык,4.84,0.0,0.0,0.0,2.9,5.6,3.3,1.4,0.3971,91.34,90.0
442,изобразительный выразительный средство,4.82,0.0,1.5,3.0,2.1,3.9,4.8,0.0,0.3835,88.97,106.0
443,структурно семантический аспект,4.81,0.0,0.2,2.1,4.7,4.3,4.0,0.5,0.313,92.59,106.0
444,арабский литературный язык,4.81,0.0,0.3,9.9,0.9,5.3,2.0,0.5,0.7003,75.44,60.0
445,метод концептуальный анализ,4.79,0.0,0.0,0.0,1.3,4.5,4.9,2.8,0.3887,91.39,92.0
446,история французский язык,4.78,0.0,0.5,5.6,2.5,4.6,3.3,0.9,0.5309,86.5,92.0
447,язык новый время,4.77,7.2,2.8,3.9,5.5,4.5,2.7,0.5,0.3508,91.4,107.0
448,лексический средство обозначение,4.74,0.0,0.2,0.6,4.4,5.5,2.8,0.5,0.3628,91.56,96.0
449,теория лингвистический модель,4.73,0.0,0.0,0.7,5.6,5.0,3.0,3.3,0.292,93.44,106.0
450,группа русский глагол,4.73,0.0,0.0,0.5,10.1,4.9,2.1,1.9,0.4733,87.07,89.0
451,русский старожильческий говор,4.72,0.0,1.8,4.9,4.0,4.9,2.5,0.9,0.5021,86.49,87.0
452,функционально прагматический концепция,4.7,0.0,0.0,0.0,3.3,5.8,2.7,0.5,0.4227,90.6,85.0
453,частный теория перевод,4.68,0.0,0.2,2.1,2.4,4.4,4.0,5.6,0.4656,88.59,95.0
454,грамматический класс слово,4.67,0.0,0.8,5.8,6.0,4.2,2.7,0.5,0.345,91.65,110.0
455,русский разговорный синтаксис,4.66,0.0,0.5,4.8,7.1,4.7,2.0,0.0,0.3175,92.34,112.0
456,диалект селькупский язык,4.65,0.0,0.3,0.0,2.5,1.9,7.0,14.6,0.7367,78.98,38.0
457,прагматический концепция текст,4.64,0.0,0.0,0.0,3.1,5.7,2.7,0.5,0.4159,90.66,85.0
458,тип русский речь,4.64,0.0,0.2,4.8,4.1,5.1,2.1,0.5,0.3731,91.53,103.0
459,научно технический лексикография,4.63,0.0,0.0,0.6,4.8,5.1,2.9,0.9,0.4707,88.87,84.0
460,лингвистический семантика текст,4.62,0.0,0.0,0.0,0.0,3.8,5.9,0.5,0.5965,85.3,61.0
461,стереотип речевой общение,4.62,0.0,0.0,0.0,1.2,5.0,4.0,0.5,0.4321,90.01,88.0
462,праславянский лексический фонд,4.62,0.0,0.0,2.6,4.0,3.8,3.8,13.2,0.3958,88.81,105.0
463,теория языковой личность,4.61,0.0,0.0,0.0,0.9,3.2,6.2,2.8,0.47,88.71,80.0
464,культурно речевой ситуация,4.61,0.0,0.0,0.0,0.0,6.4,2.5,0.5,0.5064,86.6,72.0
465,экспериментальный исследование семантика,4.6,0.0,0.7,6.6,6.5,4.2,2.2,1.4,0.2891,93.1,112.0
466,фразеологический система язык,4.59,0.0,0.2,4.0,3.9,4.8,2.7,0.0,0.3487,91.98,98.0
467,коммуникативный тип предложение,4.58,0.0,0.3,6.0,7.4,3.7,2.9,0.0,0.4891,87.57,91.0
468,анализ языковой средство,4.57,0.0,0.2,0.8,1.6,3.9,4.8,5.2,0.3378,92.2,106.0
469,лексико фразеологический система,4.56,0.0,0.3,0.6,1.2,4.8,3.9,0.5,0.4097,88.78,104.0
470,анализ естественный язык,4.56,0.0,0.0,1.0,5.4,5.1,2.5,0.9,0.3549,91.71,104.0
471,фонетика тюркский язык,4.56,0.0,27.0,10.6,2.2,2.2,1.6,1.9,0.6155,82.76,65.0
472,семантика глагольный слово,4.55,0.0,0.2,4.9,6.3,4.7,1.9,0.9,0.3432,91.91,103.0
473,русский языковый модель,4.53,0.0,0.0,0.0,0.1,5.2,3.8,0.5,0.4682,89.8,80.0
474,вариант французский язык,4.53,0.0,0.5,1.8,0.5,3.1,5.3,13.2,0.6912,78.97,54.0
475,предложный падежный сочетание,4.52,0.0,0.8,3.5,2.2,4.9,2.8,0.9,0.484,82.85,92.0
476,компонент лексический значение,4.5,0.0,0.0,3.4,6.0,4.6,2.3,2.4,0.3245,92.55,106.0
477,грамматический система язык,4.49,0.0,2.0,3.9,3.0,2.9,4.7,2.8,0.2531,93.78,117.0
478,существительное женский род,4.46,21.5,7.4,3.8,5.3,3.0,3.1,2.8,0.3699,90.03,102.0
479,изменение значение слово,4.46,9.6,4.4,8.6,4.1,3.8,1.9,1.9,0.3257,92.03,108.0
480,язык русский словесность,4.44,0.0,0.0,0.0,0.9,5.4,3.2,0.0,0.4329,90.47,84.0
481,семантика лексический единица,4.44,0.0,0.5,2.4,3.1,4.5,3.2,0.0,0.2964,92.93,109.0
482,структурно семантический свойство,4.43,0.0,0.2,3.3,4.0,5.0,2.2,1.4,0.4143,90.57,89.0
483,структурно семантический параметр,4.42,0.0,0.0,7.4,3.0,4.4,2.2,1.4,0.3738,90.12,95.0
484,грамматический категория род,4.41,1.2,1.5,2.2,4.2,4.2,3.2,1.4,0.3958,88.63,100.0
485,обстоятельство образ действие,4.38,2.4,4.7,5.9,8.6,2.9,2.5,1.9,0.4562,81.58,105.0
486,теория речевой коммуникация,4.38,0.0,0.0,2.0,4.8,4.2,3.2,1.4,0.3869,91.25,95.0
487,аспект языковой единица,4.36,0.0,0.2,1.6,3.9,4.8,2.6,0.9,0.3678,91.5,105.0
488,коммуникативный прагматический функция,4.32,0.0,0.0,1.6,3.1,4.6,3.1,0.5,0.4089,88.68,96.0
489,аспект речевой общение,4.3,0.0,0.2,0.4,2.5,3.6,4.6,0.9,0.4218,89.96,94.0
490,стилистика газетный жанр,4.29,0.0,0.0,4.9,4.6,4.6,2.0,0.5,0.4075,90.06,97.0
491,лексика немецкий язык,4.15,0.0,0.2,4.7,3.4,4.2,2.4,1.4,0.442,88.7,92.0
492,русский язык медиа,3.93,0.0,0.0,0.0,0.0,2.1,6.4,0.5,0.5346,87.57,70.0
493,анализ язык модель,3.59,0.0,0.0,0.0,5.7,4.0,1.8,1.9,0.4032,90.87,95.0
494,русский терминология опыт,2.99,0.0,0.0,1.6,1.9,2.8,2.5,0.5,0.3311,93.33,107.0
