,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
247,референциальный аспект семантика,6.24,0.0,0.0,0.6,6.6,6.4,4.5,0.9,0.3071,93.22,111.0
248,речевой жанр текст,5.33,0.0,0.0,0.0,0.0,3.7,7.5,0.9,0.6022,85.79,67.0
249,речь русский язык,10.16,1.2,1.3,3.0,9.7,11.6,5.6,1.9,0.298,93.01,122.0
250,романо германский филология,13.2,0.0,1.6,21.4,13.6,11.9,7.3,1.9,0.3472,91.04,113.0
251,романо германский язык,10.1,0.0,1.1,17.4,12.3,9.4,4.6,0.0,0.3857,90.59,106.0
252,романо германский языкознание,05.07,0.0,0.7,9.2,5.6,5.0,2.0,0.0,0.4531,89.31,95.0
253,русский говор сибирь,5.74,1.2,0.8,4.3,3.8,5.8,4.0,0.9,0.4438,89.68,109.0
254,русский исторический лексикология,6.17,0.0,1.5,6.5,7.6,5.8,3.5,2.4,0.3955,89.62,115.0
255,русский культура опыт,2.94,0.0,0.0,0.0,0.5,3.3,2.4,0.9,0.3807,92.32,97.0
256,русский литературный произношение,5.85,31.1,9.8,7.7,5.0,5.2,2.3,2.8,0.3679,91.01,109.0
257,русский литературный язык,357.27,368.6,256.2,366.5,415.0,338.8,180.1,56.0,0.2982,93.1,123.0
258,русский народный говор,52.2,34.7,40.0,45.3,42.8,47.3,34.7,15.5,0.4018,90.2,122.0
259,русский национальный язык,8.67,9.6,5.6,9.6,9.0,8.2,4.5,3.8,0.441,89.7,104.0
260,русский ономастический терминология,5.2,0.0,0.2,1.5,3.0,4.6,4.8,5.6,0.294,93.13,113.0
261,русский политический метафора,7.72,0.0,0.0,0.0,4.7,8.3,6.1,1.4,0.3821,91.64,96.0
262,русский разговорный речь,58,15.6,5.4,46.9,70.3,60.4,28.6,29.2,0.2804,93.75,123.0
263,русский разговорный синтаксис,4.66,0.0,0.5,4.8,7.1,4.7,2.0,0.0,0.3175,92.34,112.0
264,русский речевой этикет,13.23,0.0,0.3,4.2,11.6,15.3,7.4,3.8,0.38,90.48,115.0
265,русский славянский языкознание,6.86,0.0,0.7,6.8,6.6,7.7,3.0,0.0,0.4803,88.9,103.0
266,русский старожильческий говор,4.72,0.0,1.8,4.9,4.0,4.9,2.5,0.9,0.5021,86.49,87.0
267,русский терминология опыт,2.99,0.0,0.0,1.6,1.9,2.8,2.5,0.5,0.3311,93.33,107.0
268,русский технический терминология,4.91,1.2,0.2,4.7,3.8,4.3,4.0,0.5,0.3394,92.78,105.0
269,русский язык медиа,3.93,0.0,0.0,0.0,0.0,2.1,6.4,0.5,0.5346,87.57,70.0
270,русский языковой личность,11.36,0.0,0.0,0.0,3.2,10.2,12.3,4.2,0.3986,89.37,101.0
271,русский языковой сознание,20.67,0.0,0.0,0.0,3.4,20.1,21.2,2.4,0.4095,89.92,107.0
272,русский языковый модель,4.53,0.0,0.0,0.0,0.1,5.2,3.8,0.5,0.4682,89.8,80.0
273,свойство языковой система,6.24,0.0,0.0,6.5,9.0,5.6,3.8,0.9,0.3962,90.43,106.0
274,семантика глагольный слово,4.55,0.0,0.2,4.9,6.3,4.7,1.9,0.9,0.3432,91.91,103.0
275,семантика лексический единица,4.44,0.0,0.5,2.4,3.1,4.5,3.2,0.0,0.2964,92.93,109.0
276,семантика номинативный единица,16.01,0.0,0.0,0.6,15.4,18.6,9.4,3.3,0.3285,93.18,105.0
277,семантика производный слово,18.19,0.0,0.3,14.4,17.9,19.5,9.9,0.9,0.3139,93.07,114.0
278,семантика русский глагол,16.55,0.0,1.1,17.8,22.9,16.9,7.3,6.1,0.3136,92.68,120.0
279,семантика русский язык,18.59,0.0,1.1,11.9,19.8,20.1,9.9,3.3,0.312,92.77,120.0
280,семантика синтаксический единица,4.94,0.0,0.0,1.9,8.2,5.5,2.1,0.0,0.4141,90.43,96.0
281,семантика фразеологический единица,12.92,0.0,0.8,13.4,10.2,13.1,7.8,1.9,0.3514,91.85,107.0
282,семантика фразеологический оборот,5.34,0.0,0.2,4.6,4.7,5.5,3.3,0.0,0.3525,92.63,103.0
283,семантика художественный текст,6.46,0.0,0.0,0.3,2.2,8.2,3.8,0.9,0.4294,89.96,95.0
284,семантика языковой единица,34.73,0.0,0.5,5.0,32.5,40.5,19.9,4.2,0.338,92.46,119.0
285,семантический анализ лексика,23.69,0.0,2.0,22.8,21.8,25.1,12.4,4.7,0.2713,94.0,121.0
286,семантический группа глагол,13.76,0.0,3.9,16.3,14.7,14.2,6.2,4.2,0.3213,92.57,118.0
287,семантический группа слово,12.75,0.0,2.6,21.9,13.2,12.2,5.7,2.4,0.3563,91.23,114.0
288,семантический класс глагол,8.97,0.0,0.7,9.4,11.3,9.1,4.2,5.6,0.3008,92.7,116.0
289,семантический поле глагол,6.38,0.0,0.8,6.1,5.8,6.4,3.6,7.1,0.3565,92.0,107.0
290,семантический пространство язык,7,0.0,0.0,0.4,1.5,7.9,5.7,0.9,0.4183,91.24,101.0
291,семантический система язык,33.33,1.2,3.6,37.3,32.2,33.6,17.9,8.5,0.2807,93.78,120.0
292,семантический структура высказывание,6.79,0.0,0.3,6.9,9.8,6.9,3.1,0.0,0.3346,92.21,109.0
293,семантический структура глагол,8.19,0.0,1.6,10.2,9.6,8.0,4.0,0.9,0.3882,91.2,115.0
294,семантический структура предложение,17.08,0.0,0.3,32.9,29.2,14.9,6.6,0.0,0.3455,91.13,114.0
295,семантический структура слово,51.28,0.0,5.9,67.8,59.8,52.2,22.4,12.2,0.2998,92.95,123.0
296,семантический структура язык,6.54,1.2,1.1,10.2,8.5,5.9,3.2,0.9,0.3439,91.78,110.0
297,семантический тип предикат,14.86,0.0,0.0,9.3,22.3,13.9,9.4,1.9,0.3388,91.36,119.0
298,семантический форма мышление,6.12,0.0,0.0,0.6,11.0,8.5,0.6,0.0,0.6356,81.91,75.0
299,семасиология русский язык,10.14,2.4,0.3,11.5,9.7,11.1,4.4,1.4,0.334,92.1,107.0
300,семиологического описание лексика,7.39,0.0,0.0,0.1,5.5,9.1,4.2,0.9,0.3717,92.39,99.0
301,символ лингвокультурные концепт,6.3,0.0,0.0,0.0,0.0,6.0,6.8,3.3,0.4648,89.86,86.0
302,синонимический средство язык,25.62,0.0,0.8,14.4,26.0,26.4,16.1,8.0,0.2553,94.61,120.0
303,синтаксис английский язык,11.15,0.0,1.6,20.4,12.2,9.6,6.1,0.9,0.43,89.5,105.0
304,синтаксис простой предложение,14.94,0.0,4.9,13.9,20.9,14.5,7.5,1.9,0.3055,93.12,119.0
305,синтаксис русский язык,53.51,14.4,13.9,53.4,73.4,52.1,26.6,8.5,0.2777,93.61,123.0
306,синтаксический организация предложение,7.82,0.0,0.3,10.9,11.2,7.5,3.6,0.9,0.3391,91.68,107.0
307,синтаксический средство выражение,7.48,0.0,1.0,6.0,9.1,7.3,4.5,0.0,0.3315,92.43,114.0
308,синтаксический структура предложение,6.64,0.0,3.6,10.8,6.8,5.7,3.6,2.8,0.2815,92.58,121.0
309,система английский язык,8,0.0,0.7,7.0,8.8,7.1,5.7,1.9,0.5022,87.94,98.0
310,система русский язык,38.62,4.8,11.6,20.7,31.1,38.5,26.4,16.9,0.3159,92.64,123.0
311,система функциональный грамматика,5.57,0.0,0.0,0.0,0.3,4.8,6.7,0.5,0.4297,90.56,85.0
312,система функциональный стиль,4.98,0.0,0.2,2.6,5.6,5.2,2.9,1.9,0.3661,90.88,100.0
313,система часть речь,10.19,2.4,2.1,7.1,11.6,10.1,6.0,2.8,0.3002,92.78,120.0
314,славянский литературный язык,7.44,2.4,6.2,4.9,10.4,7.7,3.1,0.0,0.4193,88.78,115.0
315,словарный состав язык,19.03,10.8,13.2,22.4,17.9,17.5,10.7,5.6,0.2448,94.5,123.0
316,слово категория состояние,8.29,6.0,1.0,3.7,11.0,9.5,3.5,0.5,0.5564,82.03,102.0
317,словообразование русский язык,6.87,0.0,0.5,7.1,9.1,7.5,2.7,0.0,0.4359,89.38,101.0
318,служебный часть речь,11.85,1.2,7.5,8.0,8.8,10.4,9.4,2.4,0.3682,89.61,121.0
319,смысл художественный текст,5.7,0.0,0.0,0.4,6.7,6.2,3.7,0.5,0.4199,90.65,95.0
320,смысловой структура слово,5.97,0.0,6.4,12.0,6.3,5.7,1.8,0.0,0.3688,90.11,108.0
321,смысловой структура текст,8.51,0.0,0.0,5.5,8.3,9.8,4.0,0.5,0.38,91.49,107.0
322,смысловой тип речь,5.1,0.0,0.2,5.7,6.9,5.1,2.5,0.0,0.3985,90.81,95.0
323,современный азербайджанский язык,7.75,0.0,35.5,24.4,6.0,3.9,2.0,0.0,0.6636,82.99,59.0
324,современный американский лингвистика,9.26,0.0,0.0,0.4,4.0,10.7,6.5,5.2,0.3919,90.91,100.0
325,современный английский язык,319.91,1.2,22.7,417.2,322.0,288.3,203.0,45.1,0.4254,90.08,121.0
326,современный башкирский язык,8.48,0.0,14.1,5.0,4.7,7.1,6.4,8.0,0.6121,83.39,71.0
327,современный германский язык,07.04,0.0,2.1,10.8,6.2,6.9,3.5,0.0,0.4442,89.12,98.0
328,современный индоевропейский язык,7.67,3.6,0.7,14.6,12.2,6.5,3.3,0.0,0.3966,90.21,102.0
329,современный испанский язык,7.48,0.0,0.0,12.5,5.3,5.9,5.8,0.5,0.4696,86.92,101.0
330,современный казахский язык,6.89,0.0,20.4,16.2,5.3,5.1,2.2,0.0,0.6203,85.25,67.0
331,современный китайский язык,9.77,0.0,0.3,2.8,9.4,6.6,10.0,30.6,0.5192,86.74,96.0
332,современный лингвистический исследование,6.62,0.0,0.2,2.7,3.0,5.9,6.4,2.8,0.3044,93.3,111.0
333,современный лингвистический семантика,10.73,0.0,0.2,0.6,10.8,12.3,6.4,1.9,0.3494,92.46,107.0
334,современный литературный язык,11.07,61.0,28.4,18.0,11.3,7.2,5.3,4.2,0.2903,93.01,122.0
335,современный монгольский язык,7.53,0.0,5.6,3.3,5.7,8.4,4.0,0.0,0.591,82.75,80.0
336,современный немецкий язык,138.46,0.0,10.0,188.4,143.3,135.9,71.4,15.0,0.4376,88.43,120.0
337,современный разговорный речь,5.94,9.6,3.4,5.1,6.3,5.7,3.3,1.9,0.2619,94.28,118.0
338,современный русский словообразование,5.48,1.2,0.8,6.2,6.1,5.6,2.7,0.0,0.4076,90.5,100.0
339,современный русский язык,748.91,233.4,143.8,602.2,805.2,746.8,434.3,197.9,0.2689,93.7,123.0
340,современный структурный лингвистика,4.89,0.0,0.3,3.7,5.9,4.9,2.8,1.4,0.2981,93.53,110.0
341,современный татарский язык,7.58,0.0,14.2,8.0,4.7,7.4,3.6,0.5,0.6263,81.34,68.0
342,современный турецкий язык,5.6,0.0,28.6,12.5,2.3,2.8,2.3,7.1,0.5815,84.94,68.0
343,современный тюркский язык,11.44,3.6,85.6,38.5,4.5,2.9,2.9,1.4,0.6648,79.58,72.0
344,современный узбекский язык,6.16,0.0,32.8,21.5,4.7,2.7,1.0,0.0,0.6734,81.61,53.0
345,современный философия язык,4.84,0.0,0.0,0.0,2.9,5.6,3.3,1.4,0.3971,91.34,90.0
346,современный французский язык,43.7,0.0,3.4,62.0,43.5,43.0,22.0,8.9,0.416,88.49,118.0
347,современный языковой ситуация,5.91,0.0,0.0,0.5,5.9,5.0,5.3,13.2,0.319,92.13,111.0
348,содержательный структура слово,8.43,0.0,0.5,9.0,8.5,9.3,3.6,0.0,0.3262,92.87,110.0
349,сознание носитель язык,15.94,3.6,1.3,2.6,7.0,15.1,14.8,8.0,0.2899,93.17,122.0
350,состав русский язык,13.58,12.0,8.7,11.9,12.7,12.2,8.9,5.2,0.2894,93.22,121.0
351,социально лингвистический исследование,5.46,0.0,0.3,3.1,6.3,6.3,2.5,0.0,0.3619,91.64,103.0
352,социальный вариант язык,4.95,0.0,0.0,0.1,0.2,5.6,4.2,1.4,0.5422,82.85,83.0
353,социальный власть язык,4.97,0.0,0.0,0.1,1.1,5.7,3.9,0.9,0.4473,89.07,94.0
354,социальный дифференциация язык,6.44,0.0,0.8,4.9,6.0,6.7,3.7,2.4,0.3686,91.43,103.0
355,специфика речевой поведение,12.25,0.0,0.2,4.9,14.7,14.1,5.8,4.2,0.3599,91.0,110.0
356,специфика языковой сознание,12.73,0.0,0.0,0.0,4.1,14.7,9.7,1.4,0.4224,89.88,97.0
357,сравнительно исторический грамматика,16.26,0.0,9.6,11.6,12.2,14.2,12.8,6.6,0.4834,86.85,108.0
358,сравнительно исторический метод,8.77,3.6,17.0,11.0,6.2,7.4,4.8,2.4,0.3341,92.09,122.0
359,сравнительно исторический языкознание,10.09,7.2,6.5,7.7,7.7,7.7,8.9,4.7,0.2435,93.8,123.0
360,средство выражение модальность,11.24,0.0,2.6,10.4,11.6,12.0,5.4,0.9,0.3796,91.22,110.0
361,средство речевой воздействие,5.15,0.0,0.0,0.5,3.0,5.0,4.7,0.5,0.3949,90.93,99.0
362,стереотип речевой общение,4.62,0.0,0.0,0.0,1.2,5.0,4.0,0.5,0.4321,90.01,88.0
363,стилистика английский язык,21.98,0.0,1.1,14.0,16.7,19.1,19.1,8.9,0.4464,90.18,110.0
364,стилистика газетный жанр,4.29,0.0,0.0,4.9,4.6,4.6,2.0,0.5,0.4075,90.06,97.0
365,стилистика немецкий язык,07.01,0.0,0.0,4.8,5.2,7.1,4.8,3.3,0.5078,88.4,93.0
366,стилистика русский язык,47.83,12.0,4.1,30.5,46.9,48.8,29.9,9.9,0.2741,93.54,122.0
367,стилистика французский язык,7.23,0.0,0.3,5.7,9.1,7.7,3.5,2.4,0.3594,91.48,111.0
368,стилистика художественный речь,10.08,2.4,1.6,13.3,11.6,10.3,4.3,1.4,0.3269,92.6,116.0
369,стиль русский язык,4.84,4.8,1.5,2.8,3.7,5.0,3.0,1.4,0.3498,91.54,112.0
370,строение человеческий язык,5.21,0.0,0.0,0.8,4.3,5.5,3.8,0.9,0.3254,93.2,100.0
371,строй русский язык,10.8,10.8,3.9,7.7,15.9,10.2,5.8,3.8,0.2712,93.63,122.0
372,строй тюркский язык,6.7,3.6,35.6,15.0,4.4,3.8,2.0,0.0,0.6126,83.79,73.0
373,структура значение слово,12.62,0.0,0.7,11.6,12.9,13.0,6.9,3.3,0.2994,93.53,115.0
374,структура лексический значение,7.34,0.0,0.2,2.7,10.0,7.9,4.0,0.5,0.3627,91.59,109.0
375,структура простой предложение,16.61,2.4,3.6,24.0,24.8,15.1,7.7,3.8,0.2969,92.98,122.0
376,структура семантический поле,6.15,0.0,0.3,2.9,3.4,7.5,3.2,2.4,0.3445,92.02,107.0
377,структура сложный предложение,6.41,0.0,2.5,5.4,8.1,6.6,3.0,0.9,0.3138,92.7,117.0
378,структура фразеологический единица,5.68,0.0,1.0,7.0,4.8,5.1,3.9,0.9,0.3638,90.96,100.0
379,структура художественный текст,25.6,0.0,0.3,11.0,21.9,27.5,16.5,2.8,0.3261,93.16,120.0
380,структура языковой личность,5.27,0.0,0.0,0.0,2.8,4.6,5.6,3.3,0.4337,89.47,94.0
381,структурно семантический анализ,16.81,0.0,1.1,10.9,14.1,14.2,14.6,10.3,0.258,93.86,118.0
382,структурно семантический аспект,4.81,0.0,0.2,2.1,4.7,4.3,4.0,0.5,0.313,92.59,106.0
383,структурно семантический модель,6.85,0.0,2.1,13.2,7.2,5.4,4.2,0.5,0.3939,89.65,108.0
384,структурно семантический организация,10.32,0.0,0.5,11.1,9.5,10.2,6.0,3.3,0.3169,92.29,116.0
385,структурно семантический особенность,25.79,0.0,2.3,23.0,17.4,23.4,20.1,8.9,0.2781,93.93,118.0
386,структурно семантический параметр,4.42,0.0,0.0,7.4,3.0,4.4,2.2,1.4,0.3738,90.12,95.0
387,структурно семантический свойство,4.43,0.0,0.2,3.3,4.0,5.0,2.2,1.4,0.4143,90.57,89.0
388,структурно семантический тип,12.78,1.2,2.5,15.4,15.1,12.5,6.5,0.9,0.328,92.49,116.0
389,структурно семантический характеристика,13.44,0.0,0.7,12.5,13.4,13.5,7.9,2.4,0.3266,92.34,114.0
390,структурный схема предложение,5.22,0.0,0.7,6.9,9.0,4.6,2.5,0.9,0.4313,88.77,101.0
391,существительное женский род,4.46,21.5,7.4,3.8,5.3,3.0,3.1,2.8,0.3699,90.03,102.0
392,существительное мужской род,6.36,59.8,7.2,7.0,4.8,4.8,3.9,4.7,0.466,84.62,99.0
393,таджикский литературный язык,6.72,0.0,0.3,2.5,7.9,1.6,10.9,4.2,0.7243,75.29,46.0
394,тактика русский речь,8.25,0.0,0.0,0.0,0.6,7.0,9.8,2.8,0.4497,90.11,93.0
395,татарский литературный язык,21.6,0.0,34.0,17.1,12.3,21.4,12.0,0.5,0.6463,81.86,84.0
396,тезаурус литературный язык,4.92,0.0,0.0,3.3,4.7,5.5,2.6,0.5,0.3403,92.76,102.0
397,тематический группа слово,5.39,0.0,1.5,9.3,7.9,4.7,2.3,1.4,0.3473,90.83,111.0
398,теоретический основа грамматика,4.91,0.0,0.2,0.4,3.9,4.9,4.2,0.5,0.4853,88.33,90.0
399,теория лингвистический модель,4.73,0.0,0.0,0.7,5.6,5.0,3.0,3.3,0.292,93.44,106.0
400,теория межкультурный коммуникация,8.64,0.0,0.0,0.0,0.1,7.1,10.7,2.8,0.4756,89.06,84.0
401,теория морфологический категория,07.06,0.0,0.0,7.0,8.3,7.1,3.8,0.5,0.3097,93.57,109.0
402,теория поэтический речь,14.75,15.6,2.9,11.2,15.7,15.1,8.0,2.8,0.2929,93.27,117.0
403,теория речевой акт,51.63,0.0,0.2,5.3,47.9,53.5,38.2,17.9,0.3438,92.28,118.0
404,теория речевой воздействие,9.59,0.0,0.2,6.3,9.0,9.3,6.6,6.6,0.35,92.24,111.0
405,теория речевой деятельность,24.42,0.0,0.8,12.2,27.6,24.5,15.8,8.5,0.3207,92.81,118.0
406,теория речевой жанр,11.12,0.0,0.0,0.0,3.8,10.0,11.8,5.2,0.4064,90.79,96.0
407,теория речевой коммуникация,4.38,0.0,0.0,2.0,4.8,4.2,3.2,1.4,0.3869,91.25,95.0
408,теория семантический поле,13.84,0.0,0.8,11.2,10.3,14.7,8.2,2.4,0.3176,93.31,114.0
409,теория функциональный грамматика,39.81,0.0,0.0,2.2,46.0,43.3,25.7,2.4,0.3007,93.65,119.0
410,теория художественный речь,9.91,1.2,0.8,4.6,10.0,10.3,6.3,1.4,0.3371,92.41,114.0
411,теория языковой личность,4.61,0.0,0.0,0.0,0.9,3.2,6.2,2.8,0.47,88.71,80.0
412,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
413,тип лексический значение,20.84,0.0,2.5,27.9,25.4,20.6,9.6,2.8,0.3029,93.29,119.0
414,тип речевой акт,5.24,0.0,0.0,0.7,3.4,5.8,3.5,4.7,0.3723,90.95,107.0
415,тип речевой культура,5.95,0.0,0.0,0.0,1.7,7.2,4.1,0.9,0.5552,81.15,82.0
416,тип русский речь,4.64,0.0,0.2,4.8,4.1,5.1,2.1,0.5,0.3731,91.53,103.0
417,тип словесный знак,8.21,0.0,1.5,11.3,10.0,8.2,3.6,0.0,0.3267,92.5,109.0
418,тип фразеологический единица,6.61,0.0,3.3,4.9,5.0,6.1,4.8,1.4,0.3235,92.63,110.0
419,тип языковой значение,48.07,0.0,0.0,17.0,46.0,51.8,30.4,7.5,0.2924,93.82,116.0
420,тип языковой личность,6.91,0.0,0.0,0.0,1.5,5.9,8.1,1.4,0.4843,86.89,89.0
421,типологический анализ язык,6.56,0.0,0.5,5.6,9.2,6.4,3.4,3.8,0.2972,92.94,117.0
422,типология лингвистический номинация,4.88,0.0,0.2,4.5,5.1,4.9,2.9,0.0,0.3348,92.41,105.0
423,трехмерный пространство язык,09.02,0.0,0.0,0.1,10.3,10.3,5.2,1.9,0.3533,91.71,100.0
424,тунгусо маньчжурский язык,12.35,4.8,16.5,14.5,5.0,9.6,9.3,16.0,0.5041,85.62,92.0
425,турецкий литературный язык,5.79,0.0,35.0,13.0,2.8,3.1,1.7,0.9,0.6287,83.96,67.0
426,узбекский литературный язык,11.18,1.2,71.4,30.7,12.4,4.3,2.2,0.0,0.658,80.37,66.0
427,уровень языковой система,10.73,1.2,1.0,5.0,11.5,10.7,7.1,3.3,0.2696,94.05,121.0
428,устный научный речь,5.32,0.0,0.0,7.6,11.6,5.1,1.6,0.0,0.505,83.76,87.0
429,устойчивый словесный комплекс,6.34,0.0,0.3,15.6,7.4,5.0,3.1,0.9,0.4772,83.78,98.0
430,устойчивый сочетание слово,5,0.0,5.7,9.9,3.8,3.5,3.3,1.4,0.3662,87.21,110.0
431,филологический анализ текст,11.87,0.0,0.2,0.0,0.9,10.1,14.1,4.7,0.4824,88.75,95.0
432,философский анализ язык,7.88,0.0,0.0,0.5,4.7,8.9,5.6,0.9,0.3955,91.35,99.0
433,финно угорский язык,28.19,7.2,27.4,17.6,24.5,21.8,23.6,22.1,0.4927,87.81,109.0
434,финно угорский языкознание,06.09,0.0,1.1,2.8,6.1,5.8,4.4,1.9,0.5891,83.8,83.0
435,фонетика английский язык,5.57,0.0,0.2,6.0,3.4,5.0,4.4,0.0,0.5405,87.04,77.0
436,фонетика тюркский язык,4.56,0.0,27.0,10.6,2.2,2.2,1.6,1.9,0.6155,82.76,65.0
437,форма будущий время,08.02,4.8,7.2,9.3,4.7,5.5,7.1,8.5,0.3521,91.31,120.0
438,форма единственный число,6.79,23.9,12.9,7.2,6.9,5.4,3.6,2.4,0.3979,90.35,107.0
439,форма именительный падеж,5.2,27.5,6.7,4.4,6.6,2.9,4.5,0.9,0.3834,90.08,104.0
440,форма имя существительное,05.05,3.6,3.8,4.1,5.2,5.0,2.7,0.0,0.3638,90.12,111.0
441,форма множественный число,18.19,47.9,26.0,20.8,18.7,13.7,11.6,8.0,0.3052,92.18,122.0
442,форма настоящий время,12.68,7.2,20.1,15.4,9.2,6.9,11.8,16.9,0.3703,91.28,115.0
443,форма повелительный наклонение,7.72,6.0,13.7,8.8,4.6,5.8,5.7,2.8,0.3455,91.2,115.0
444,форма прошедший время,20.49,9.6,25.2,21.2,19.0,13.0,17.4,29.2,0.3492,91.09,123.0
445,форма родительный падеж,7.44,40.7,16.3,13.7,4.6,3.6,5.8,1.4,0.426,88.45,107.0
446,форма существование язык,6.5,1.2,0.2,2.3,6.2,5.3,6.2,3.8,0.3588,89.08,112.0
447,формирование языковой картина,11.94,0.0,0.0,0.0,7.0,13.0,9.2,3.8,0.3359,92.97,104.0
448,фрагмент языковой картина,15.32,0.0,0.0,0.0,6.7,16.6,12.5,6.6,0.3608,91.79,106.0
449,фразеологический картина мир,11.31,0.0,0.0,0.0,1.4,6.9,11.6,128.8,0.5126,76.88,92.0
450,фразеологический система язык,4.59,0.0,0.2,4.0,3.9,4.8,2.7,0.0,0.3487,91.98,98.0
451,фразеологический состав язык,7.57,0.0,0.3,4.1,3.5,7.8,5.6,4.2,0.3447,92.07,110.0
452,фразеология русский язык,13.94,2.4,1.5,8.1,12.9,14.9,8.2,2.8,0.3068,92.82,120.0
453,функционально прагматический концепция,4.7,0.0,0.0,0.0,3.3,5.8,2.7,0.5,0.4227,90.6,85.0
454,функционально семантический анализ,7.54,0.0,0.5,3.2,8.7,7.0,5.8,0.5,0.3264,92.74,111.0
455,функционально семантический аспект,5.93,0.0,0.2,1.7,5.5,6.2,4.1,1.4,0.3287,93.05,113.0
456,функционально семантический категория,26.08,0.0,0.0,23.8,27.9,24.7,17.0,7.1,0.2858,93.43,115.0
457,функционально семантический особенность,5.26,0.0,0.0,3.2,4.4,4.4,4.8,1.4,0.3682,90.94,104.0
458,функционально семантический поле,52.33,0.0,0.0,17.3,55.8,55.8,32.9,8.9,0.3261,92.33,118.0
459,функционально смысловой тип,06.04,0.0,0.2,6.1,7.8,6.3,2.8,0.0,0.4043,90.24,99.0
460,функционально стилистический аспект,08.01,0.0,0.3,2.0,9.1,8.4,5.3,0.0,0.347,92.54,114.0
461,функциональный семантика оценка,19.95,0.0,0.0,0.5,17.7,21.9,13.9,3.8,0.3263,92.95,107.0
462,функциональный сторона язык,5.58,0.0,0.3,5.6,6.7,5.7,2.7,1.4,0.3283,92.28,107.0
463,функционирование грамматический категория,5.26,0.0,0.8,2.2,6.8,5.8,2.5,1.9,0.3637,90.82,103.0
464,функционирование языковой единица,9.47,0.0,0.2,3.7,9.4,10.5,5.5,1.4,0.3413,92.46,111.0
465,функционирование языковый единица,4.97,0.0,0.0,1.3,5.1,5.0,3.6,1.9,0.3565,92.01,109.0
466,художественный картина мир,15.46,0.0,0.3,0.3,1.3,11.1,21.0,3.3,0.515,84.38,99.0
467,художественный прозаический текст,06.09,0.0,0.0,3.9,7.3,6.1,3.7,0.9,0.3441,92.45,105.0
468,ценностный картина мир,5.48,0.0,0.0,0.0,2.2,5.1,5.5,3.3,0.3831,91.13,99.0
469,частный лингвистический теория,5.43,0.0,0.0,5.4,5.3,6.2,2.1,0.9,0.3953,90.8,102.0
470,частный теория перевод,4.68,0.0,0.2,2.1,2.4,4.4,4.0,5.6,0.4656,88.59,95.0
471,частота основной тон,8.56,0.0,13.1,6.2,8.3,4.4,9.3,1.4,0.5267,82.21,95.0
472,часть сложный предложение,6.32,6.0,15.7,10.0,7.4,4.7,2.7,1.9,0.3262,90.43,113.0
473,число имя существительное,6.11,0.0,2.8,5.0,7.3,5.8,3.6,0.0,0.4837,86.7,98.0
474,экономия языковой средство,5.1,2.4,1.8,3.6,5.0,4.9,3.3,1.9,0.3675,87.59,114.0
475,экспериментальный исследование семантика,4.6,0.0,0.7,6.6,6.5,4.2,2.2,1.4,0.2891,93.1,112.0
476,экспрессивный оценочный функция,5.21,0.0,0.0,0.7,3.9,5.6,3.9,0.0,0.3767,91.72,96.0
477,экспрессивный синтаксический конструкция,5.3,0.0,0.0,1.6,4.5,5.9,3.3,0.0,0.4667,87.06,93.0
478,эмоционально оценочный лексика,6.41,0.0,0.0,4.2,4.1,7.5,3.3,1.9,0.3965,89.54,104.0
479,эстетика словесный творчество,26.25,0.0,0.0,3.4,21.3,27.5,19.8,4.7,0.3195,93.37,114.0
480,язык логический анализ,06.09,0.0,0.0,0.0,4.5,7.5,3.5,0.9,0.3738,91.73,101.0
481,язык межнациональный общение,05.09,3.6,13.4,17.2,2.9,2.5,2.0,11.8,0.4737,86.64,103.0
482,язык народ сибирь,6.32,0.0,4.1,6.9,4.4,5.2,4.9,1.9,0.4576,87.95,102.0
483,язык новый время,4.77,7.2,2.8,3.9,5.5,4.5,2.7,0.5,0.3508,91.4,107.0
484,язык русский поэзия,12.32,0.0,0.5,0.3,8.6,15.3,6.7,6.1,0.4857,87.36,106.0
485,язык русский словесность,4.44,0.0,0.0,0.0,0.9,5.4,3.2,0.0,0.4329,90.47,84.0
486,язык славянский культура,116.38,0.0,0.0,0.0,0.1,75.5,167.5,114.3,0.3999,91.41,99.0
487,язык советский эпоха,05.09,8.4,5.4,8.4,6.5,4.4,2.1,0.0,0.3562,91.08,104.0
488,язык художественный литература,58.03,40.7,41.2,58.3,73.1,45.6,39.3,40.9,0.2705,94.1,123.0
489,язык художественный проза,15.22,1.2,2.9,8.0,13.2,16.1,9.4,3.3,0.3207,92.83,122.0
490,язык художественный произведение,10.68,9.6,10.1,12.8,10.4,10.2,5.1,2.4,0.2831,93.51,119.0
491,языковой картина мир,304.59,0.0,0.0,0.9,85.6,285.4,314.2,131.2,0.308,93.29,118.0
492,языковой концептуализация мир,13.99,0.0,0.0,0.0,8.4,16.7,9.1,1.9,0.3367,92.67,107.0
493,языковой личность автор,7.29,0.0,0.0,0.0,3.2,6.0,8.4,1.9,0.4443,89.16,96.0
494,языковой механизм экспрессивность,14.38,0.0,0.0,0.0,15.8,16.9,8.1,0.0,0.3562,92.0,101.0
